year,state,path,seats,child_seats_left,child_seats_right,equal_child_seats,unit_count,minimum_deviation_candidates,minimum_deviation_cut_candidates,minimum_deviation_cut_partitions,orientation_only_tie,physical_cut_opportunity,nrs_v0_2_fallback_activated,nrs_v0_3_fallback_activated,assignment_match,objective_match
2000,VA,00,3,1,2,false,18917,1,1,1,false,false,false,false,true,true
2000,VA,01,3,1,2,false,51338,3,1,1,false,false,false,false,true,true
2000,VA,10,2,1,1,true,24218,2,2,1,true,false,false,false,true,true
2000,VA,11,3,1,2,false,50926,1,1,1,false,false,false,false,true,true
2000,VA,001,2,1,1,true,11258,2,2,1,true,false,false,false,true,true
2000,VA,011,2,1,1,true,32943,4,2,1,true,false,false,false,true,true
2000,VA,111,2,1,1,true,31334,2,2,1,true,false,false,false,true,true
2000,VA,root,11,6,5,false,145399,1,1,1,false,false,false,false,true,true
2000,WA,0,5,2,3,false,85217,1,1,1,false,false,false,false,true,true
2000,WA,1,4,2,2,true,85654,2,2,1,true,false,false,false,true,true
2000,WA,00,2,1,1,true,55559,2,2,1,true,false,false,false,true,true
2000,WA,01,3,2,1,false,29658,1,1,1,false,false,false,false,true,true
2000,WA,10,2,1,1,true,50012,2,2,1,true,false,false,false,true,true
2000,WA,11,2,1,1,true,35642,4,2,1,true,false,false,false,true,true
2000,WA,010,2,1,1,true,20290,2,2,1,true,false,false,false,true,true
2000,WA,root,9,5,4,false,170871,1,1,1,false,false,false,false,true,true
2000,WI,0,4,2,2,true,131088,2,2,1,true,false,false,false,true,true
2000,WI,1,4,2,2,true,69260,2,2,1,true,false,false,false,true,true
2000,WI,00,2,1,1,true,48308,2,2,1,true,false,false,false,true,true
2000,WI,01,2,1,1,true,82780,2,2,1,true,false,false,false,true,true
2000,WI,10,2,1,1,true,33153,2,2,1,true,false,false,false,true,true
2000,WI,11,2,1,1,true,36107,2,2,1,true,false,false,false,true,true
2000,WI,root,8,4,4,true,200348,2,2,1,true,false,false,false,true,true
2000,WV,1,2,1,1,true,54578,2,2,1,true,false,false,false,true,true
2000,WV,root,3,1,2,false,81788,1,1,1,false,false,false,false,true,true
2010,AL,0,3,1,2,false,106447,1,1,1,false,false,false,false,true,true
2010,AL,1,4,2,2,true,145819,4,2,1,true,false,false,false,true,true
2010,AL,01,2,1,1,true,71751,2,2,1,true,false,false,false,true,true
2010,AL,10,2,1,1,true,70610,2,2,1,true,false,false,false,true,true
2010,AL,11,2,1,1,true,75209,4,2,1,true,false,false,false,true,true
2010,AL,root,7,3,4,false,252266,2,1,1,false,false,false,false,true,true
2010,AR,0,2,1,1,true,92445,2,2,1,true,false,false,false,true,true
2010,AR,1,2,1,1,true,93766,4,2,1,true,false,false,false,true,true
2010,AR,root,4,2,2,true,186211,2,2,1,true,false,false,false,true,true
2010,AZ,0,4,2,2,true,148302,2,2,1,true,false,false,false,true,true
2010,AZ,1,5,3,2,false,93364,1,1,1,false,false,false,false,true,true
2010,AZ,00,2,1,1,true,115311,2,2,1,true,false,false,false,true,true
2010,AZ,01,2,1,1,true,32991,4,2,1,true,false,false,false,true,true
2010,AZ,10,3,1,2,false,42649,1,1,1,false,false,false,false,true,true
2010,AZ,11,2,1,1,true,50715,2,2,1,true,false,false,false,true,true
2010,AZ,101,2,1,1,true,25550,2,2,1,true,false,false,false,true,true
2010,AZ,root,9,4,5,false,241666,1,1,1,false,false,false,false,true,true
2010,CA,0,26,13,13,true,482357,4,2,1,true,false,false,false,true,true
2010,CA,1,27,13,14,false,227788,1,1,1,false,false,false,false,true,true
2010,CA,00,13,6,7,false,234462,1,1,1,false,false,false,false,true,true
2010,CA,01,13,6,7,false,247895,1,1,1,false,false,false,false,true,true
2010,CA,10,13,7,6,false,109537,2,1,1,false,false,false,false,true,true
2010,CA,11,14,7,7,true,118251,4,2,1,true,false,false,false,true,true
2010,CA,000,6,3,3,true,119114,6,2,1,true,false,false,false,true,true
2010,CA,001,7,4,3,false,115348,2,1,1,false,false,false,false,true,true
2010,CA,010,6,3,3,true,82859,2,2,1,true,false,false,false,true,true
2010,CA,011,7,4,3,false,165036,1,1,1,false,false,false,false,true,true
2010,CA,100,7,4,3,false,63177,1,1,1,false,false,false,false,true,true
2010,CA,101,6,3,3,true,46360,2,2,1,true,false,false,false,true,true
2010,CA,110,7,3,4,false,53383,1,1,1,false,false,false,false,true,true
2010,CA,111,7,4,3,false,64868,1,1,1,false,false,false,false,true,true
2010,CA,0000,3,1,2,false,80559,1,1,1,false,false,false,false,true,true
2010,CA,0001,3,1,2,false,38555,1,1,1,false,false,false,false,true,true
2010,CA,0010,4,2,2,true,84954,2,2,1,true,false,false,false,true,true
2010,CA,0011,3,2,1,false,30394,2,1,1,false,false,false,false,true,true
2010,CA,0100,3,2,1,false,28008,1,1,1,false,false,false,false,true,true
2010,CA,0101,3,2,1,false,54851,1,1,1,false,false,false,false,true,true
2010,CA,0110,4,2,2,true,103791,2,2,1,true,false,false,false,true,true
2010,CA,0111,3,2,1,false,61245,2,1,1,false,false,false,false,true,true
2010,CA,1000,4,2,2,true,39429,4,2,1,true,false,false,false,true,true
2010,CA,1001,3,2,1,false,23748,1,1,1,false,false,false,false,true,true
2010,CA,1010,3,2,1,false,20311,1,1,1,false,false,false,false,true,true
2010,CA,1011,3,1,2,false,26049,1,1,1,false,false,false,false,true,true
2010,CA,1100,3,1,2,false,21209,1,1,1,false,false,false,false,true,true
2010,CA,1101,4,2,2,true,32174,2,2,1,true,false,false,false,true,true
2010,CA,1110,4,2,2,true,39775,2,2,1,true,false,false,false,true,true
2010,CA,1111,3,2,1,false,25093,1,1,1,false,false,false,false,true,true
2010,CA,root,53,26,27,false,710145,5,1,1,false,false,false,false,true,true
2010,CA,00001,2,1,1,true,59974,2,2,1,true,false,false,false,true,true
2010,CA,00011,2,1,1,true,28040,6,2,1,true,false,false,false,true,true
2010,CA,00100,2,1,1,true,21065,46,2,1,true,false,false,false,true,true
2010,CA,00101,2,1,1,true,63889,82,2,1,true,false,false,false,true,true
2010,CA,00110,2,1,1,true,22303,6,2,1,true,false,true,false,true,true
2010,CA,01000,2,1,1,true,19814,2,2,1,true,false,false,false,true,true
2010,CA,01010,2,1,1,true,35378,2,2,1,true,false,false,false,true,true
2010,CA,01100,2,1,1,true,52419,2,2,1,true,false,false,false,true,true
2010,CA,01101,2,1,1,true,51372,8,2,1,true,false,false,false,true,true
2010,CA,01110,2,1,1,true,46066,12,2,1,true,false,false,false,true,true
2010,CA,10000,2,1,1,true,24067,2,2,1,true,false,false,false,true,true
2010,CA,10001,2,1,1,true,15362,2,2,1,true,false,false,false,true,true
2010,CA,10010,2,1,1,true,14150,2,2,1,true,false,false,false,true,true
2010,CA,10100,2,1,1,true,14449,2,2,1,true,false,false,false,true,true
2010,CA,10111,2,1,1,true,15968,6,2,1,true,false,false,false,true,true
2010,CA,11001,2,1,1,true,13310,2,2,1,true,false,false,false,true,true
2010,CA,11010,2,1,1,true,16510,2,2,1,true,false,false,false,true,true
2010,CA,11011,2,1,1,true,15664,2,2,1,true,false,false,false,true,true
2010,CA,11100,2,1,1,true,16863,2,2,1,true,false,false,false,true,true
2010,CA,11101,2,1,1,true,22912,2,2,1,true,false,false,false,true,true
2010,CA,11110,2,1,1,true,16888,2,2,1,true,false,false,false,true,true
2010,CO,0,4,2,2,true,143990,14,2,1,true,false,false,false,true,true
2010,CO,1,3,2,1,false,57072,1,1,1,false,false,false,false,true,true
2010,CO,00,2,1,1,true,65289,2,2,1,true,false,false,false,true,true
2010,CO,01,2,1,1,true,78701,2,2,1,true,false,false,false,true,true
2010,CO,10,2,1,1,true,35713,2,2,1,true,false,false,false,true,true
2010,CO,root,7,4,3,false,201062,1,1,1,false,false,false,false,true,true
2010,CT,0,3,2,1,false,41685,1,1,1,false,false,false,false,true,true
2010,CT,1,2,1,1,true,25893,2,2,1,true,false,false,false,true,true
2010,CT,00,2,1,1,true,23540,6,2,1,true,false,false,false,true,true
2010,CT,root,5,3,2,false,67578,1,1,1,false,false,false,false,true,true
2010,FL,0,14,7,7,true,294323,2,2,1,true,false,false,false,true,true
2010,FL,1,13,6,7,false,190158,1,1,1,false,false,false,false,true,true
2010,FL,00,7,4,3,false,171995,1,1,1,false,false,false,false,true,true
2010,FL,01,7,3,4,false,122328,3,1,1,false,false,false,false,true,true
2010,FL,10,6,3,3,true,69714,4,2,1,true,false,false,false,true,true
2010,FL,11,7,4,3,false,120444,1,1,1,false,false,false,false,true,true
2010,FL,000,4,2,2,true,98316,2,2,1,true,false,false,false,true,true
2010,FL,001,3,2,1,false,73679,1,1,1,false,false,false,false,true,true
2010,FL,010,3,1,2,false,51991,1,1,1,false,false,false,false,true,true
2010,FL,011,4,2,2,true,70337,2,2,1,true,false,false,false,true,true
2010,FL,100,3,1,2,false,39860,2,1,1,false,false,false,false,true,true
2010,FL,101,3,2,1,false,29854,1,1,1,false,false,false,false,true,true
2010,FL,110,4,2,2,true,82673,4,2,1,true,false,false,false,true,true
2010,FL,111,3,2,1,false,37771,1,1,1,false,false,false,false,true,true
2010,FL,0000,2,1,1,true,32596,2,2,1,true,false,false,false,true,true
2010,FL,0001,2,1,1,true,65720,4,2,1,true,false,false,false,true,true
2010,FL,0010,2,1,1,true,53670,4,2,1,true,false,false,false,true,true
2010,FL,0101,2,1,1,true,39588,4,2,1,true,false,false,false,true,true
2010,FL,0110,2,1,1,true,37559,2,2,1,true,false,false,false,true,true
2010,FL,0111,2,1,1,true,32778,4,2,1,true,false,false,false,true,true
2010,FL,1001,2,1,1,true,18903,2,2,1,true,false,false,false,true,true
2010,FL,1010,2,1,1,true,20545,2,2,1,true,false,false,false,true,true
2010,FL,1100,2,1,1,true,37433,2,2,1,true,false,false,false,true,true
2010,FL,1101,2,1,1,true,45240,6,2,1,true,false,false,false,true,true
2010,FL,1110,2,1,1,true,23584,2,2,1,true,false,false,false,true,true
2010,FL,root,27,14,13,false,484481,1,1,1,false,false,false,false,true,true
2010,GA,0,7,3,4,false,122744,1,1,1,false,false,false,false,true,true
2010,GA,1,7,3,4,false,168342,1,1,1,false,false,false,false,true,true
2010,GA,00,3,2,1,false,78954,1,1,1,false,false,false,false,true,true
2010,GA,01,4,2,2,true,43790,2,2,1,true,false,false,false,true,true
2010,GA,10,3,2,1,false,42421,1,1,1,false,false,false,false,true,true
2010,GA,11,4,2,2,true,125921,2,2,1,true,false,false,false,true,true
2010,GA,000,2,1,1,true,59015,2,2,1,true,false,false,false,true,true
2010,GA,010,2,1,1,true,25758,6,2,1,true,false,false,false,true,true
2010,GA,011,2,1,1,true,18032,2,2,1,true,false,false,false,true,true
2010,GA,100,2,1,1,true,28968,2,2,1,true,false,false,false,true,true
2010,GA,110,2,1,1,true,48640,2,2,1,true,false,false,false,true,true
2010,GA,111,2,1,1,true,77281,2,2,1,true,false,false,false,true,true
2010,GA,root,14,7,7,true,291086,2,2,1,true,false,false,false,true,true
2010,HI,root,2,1,1,true,25016,2,2,1,true,false,false,false,true,true
2010,IA,0,2,1,1,true,76175,2,2,1,true,false,false,false,true,true
2010,IA,1,2,1,1,true,139832,2,2,1,true,false,false,false,true,true
2010,IA,root,4,2,2,true,216007,2,2,1,true,false,false,false,true,true
2010,ID,root,2,1,1,true,149842,4,2,1,true,false,false,false,true,true
2010,IL,0,9,5,4,false,138320,1,1,1,false,false,false,false,true,true
2010,IL,1,9,5,4,false,313234,1,1,1,false,false,false,false,true,true
2010,IL,00,5,3,2,false,79759,1,1,1,false,false,false,false,true,true
2010,IL,01,4,2,2,true,58561,2,2,1,true,false,false,false,true,true
2010,IL,10,5,3,2,false,124236,1,1,1,false,false,false,false,true,true
2010,IL,11,4,2,2,true,188998,2,2,1,true,false,false,false,true,true
2010,IL,000,3,1,2,false,56151,2,1,1,false,false,false,false,true,true
2010,IL,001,2,1,1,true,23608,2,2,1,true,false,false,false,true,true
2010,IL,010,2,1,1,true,31127,2,2,1,true,false,false,false,true,true
2010,IL,011,2,1,1,true,27434,2,2,1,true,false,false,false,true,true
2010,IL,100,3,2,1,false,67380,1,1,1,false,false,false,false,true,true
2010,IL,101,2,1,1,true,56856,2,2,1,true,false,false,false,true,true
2010,IL,110,2,1,1,true,86323,2,2,1,true,false,false,false,true,true
2010,IL,111,2,1,1,true,102675,2,2,1,true,false,false,false,true,true
2010,IL,0001,2,1,1,true,30645,2,2,1,true,false,false,false,true,true
2010,IL,1000,2,1,1,true,51359,4,2,1,true,false,false,false,true,true
2010,IL,root,18,9,9,true,451554,2,2,1,true,false,false,false,true,true
2010,IN,0,5,2,3,false,146863,1,1,1,false,false,false,false,true,true
2010,IN,1,4,2,2,true,120208,2,2,1,true,false,false,false,true,true
2010,IN,00,2,1,1,true,53436,2,2,1,true,false,false,false,true,true
2010,IN,01,3,2,1,false,93427,1,1,1,false,false,false,false,true,true
2010,IN,10,2,1,1,true,44618,2,2,1,true,false,false,false,true,true
2010,IN,11,2,1,1,true,75590,2,2,1,true,false,false,false,true,true
2010,IN,010,2,1,1,true,67029,2,2,1,true,false,false,false,true,true
2010,IN,root,9,5,4,false,267071,3,1,1,false,false,false,false,true,true
2010,KS,0,2,1,1,true,108873,2,2,1,true,false,false,false,true,true
2010,KS,1,2,1,1,true,129727,26,2,1,true,false,false,false,true,true
2010,KS,root,4,2,2,true,238600,2,2,1,true,false,false,false,true,true
2010,KY,0,3,1,2,false,72890,1,1,1,false,false,false,false,true,true
2010,KY,1,3,1,2,false,88782,1,1,1,false,false,false,false,true,true
2010,KY,01,2,1,1,true,38886,2,2,1,true,false,false,false,true,true
2010,KY,11,2,1,1,true,64814,2,2,1,true,false,false,false,true,true
2010,KY,root,6,3,3,true,161672,2,2,1,true,false,false,false,true,true
2010,LA,0,3,1,2,false,89461,3,1,1,false,false,false,false,true,true
2010,LA,1,3,1,2,false,114986,5,1,1,false,false,false,false,true,true
2010,LA,01,2,1,1,true,53619,2,2,1,true,false,false,false,true,true
2010,LA,11,2,1,1,true,77355,2,2,1,true,false,false,false,true,true
2010,LA,root,6,3,3,true,204447,4,2,1,true,false,false,false,true,true
2010,MA,0,4,2,2,true,60163,2,2,1,true,false,false,false,true,true
2010,MA,1,5,2,3,false,97345,1,1,1,false,false,false,false,true,true
2010,MA,00,2,1,1,true,34550,4,2,1,true,false,false,false,true,true
2010,MA,01,2,1,1,true,25613,10,2,1,true,false,false,false,true,true
2010,MA,10,2,1,1,true,39284,2,2,1,true,false,false,false,true,true
2010,MA,11,3,1,2,false,58061,1,1,1,false,false,false,false,true,true
2010,MA,111,2,1,1,true,43573,2,2,1,true,false,false,false,true,true
2010,MA,root,9,4,5,false,157508,1,1,1,false,false,false,false,true,true
2010,MD,0,4,2,2,true,72866,20,2,1,true,false,false,false,true,true
2010,MD,1,4,2,2,true,72381,2,2,1,true,false,false,false,true,true
2010,MD,00,2,1,1,true,33210,2,2,1,true,false,false,false,true,true
2010,MD,01,2,1,1,true,39656,2,2,1,true,false,false,false,true,true
2010,MD,10,2,1,1,true,32923,6,2,1,true,false,false,false,true,true
2010,MD,11,2,1,1,true,39458,2,2,1,true,false,false,false,true,true
2010,MD,root,8,4,4,true,145247,2,2,1,true,false,false,false,true,true
2010,ME,root,2,1,1,true,69518,2,2,1,true,false,false,false,true,true
2010,MI,0,7,4,3,false,217371,1,1,1,false,false,false,false,true,true
2010,MI,1,7,3,4,false,112514,1,1,1,false,false,false,false,true,true
2010,MI,00,4,2,2,true,163621,4,2,1,true,false,false,false,true,true
2010,MI,01,3,1,2,false,53750,1,1,1,false,false,false,false,true,true
2010,MI,10,3,2,1,false,43205,2,1,1,false,false,false,false,true,true
2010,MI,11,4,2,2,true,69309,2,2,1,true,false,false,false,true,true
2010,MI,000,2,1,1,true,119266,2,2,1,true,false,false,false,true,true
2010,MI,001,2,1,1,true,44355,2,2,1,true,false,false,false,true,true
2010,MI,011,2,1,1,true,32565,2,2,1,true,false,false,false,true,true
2010,MI,100,2,1,1,true,29853,2,2,1,true,false,false,false,true,true
2010,MI,110,2,1,1,true,32792,2,2,1,true,false,false,false,true,true
2010,MI,111,2,1,1,true,36517,2,2,1,true,false,false,false,true,true
2010,MI,root,14,7,7,true,329885,2,2,1,true,false,false,false,true,true
2010,MN,0,4,2,2,true,138931,10,2,1,true,false,false,false,true,true
2010,MN,1,4,2,2,true,120846,36,2,1,true,false,false,false,true,true
2010,MN,00,2,1,1,true,109494,2,2,1,true,false,false,false,true,true
2010,MN,01,2,1,1,true,29437,2,2,1,true,false,false,false,true,true
2010,MN,10,2,1,1,true,49126,2,2,1,true,false,false,false,true,true
2010,MN,11,2,1,1,true,71720,2,2,1,true,false,false,false,true,true
2010,MN,root,8,4,4,true,259777,2,2,1,true,false,false,false,true,true
2010,MO,0,4,2,2,true,144100,4,2,1,true,false,false,false,true,true
2010,MO,1,4,2,2,true,199465,2,2,1,true,false,false,false,true,true
2010,MO,00,2,1,1,true,94785,2,2,1,true,false,false,false,true,true
2010,MO,01,2,1,1,true,49315,10,2,1,true,false,false,false,true,true
2010,MO,10,2,1,1,true,73979,2,2,1,true,false,false,false,true,true
2010,MO,11,2,1,1,true,125486,2,2,1,true,false,false,false,true,true
2010,MO,root,8,4,4,true,343565,2,2,1,true,false,false,false,true,true
2010,MS,0,2,1,1,true,95387,2,2,1,true,false,false,false,true,true
2010,MS,1,2,1,1,true,76391,2,2,1,true,false,false,false,true,true
2010,MS,root,4,2,2,true,171778,6,2,1,true,false,false,false,true,true
2010,NC,0,6,3,3,true,121998,2,2,1,true,false,false,false,true,true
2010,NC,1,7,4,3,false,166989,4,1,1,false,false,false,false,true,true
2010,NC,00,3,1,2,false,69321,1,1,1,false,false,false,false,true,true
2010,NC,01,3,2,1,false,52677,1,1,1,false,false,false,false,true,true
2010,NC,10,4,2,2,true,102129,2,2,1,true,false,false,false,true,true
2010,NC,11,3,1,2,false,64860,1,1,1,false,false,false,false,true,true
2010,NC,001,2,1,1,true,41094,2,2,1,true,false,false,false,true,true
2010,NC,010,2,1,1,true,38522,2,2,1,true,false,false,false,true,true
2010,NC,100,2,1,1,true,45489,2,2,1,true,false,false,false,true,true
2010,NC,101,2,1,1,true,56640,2,2,1,true,false,false,false,true,true
2010,NC,111,2,1,1,true,54063,2,2,1,true,false,false,false,true,true
2010,NC,root,13,6,7,false,288987,1,1,1,false,false,false,false,true,true
2010,NE,1,2,1,1,true,155785,2,2,1,true,false,false,false,true,true
2010,NE,root,3,1,2,false,193352,1,1,1,false,false,false,false,true,true
2010,NH,root,2,1,1,true,48837,2,2,1,true,false,false,false,true,true
2010,NJ,0,6,3,3,true,77632,2,2,1,true,false,false,false,true,true
2010,NJ,1,6,3,3,true,91956,2,2,1,true,false,false,false,true,true
2010,NJ,00,3,1,2,false,30222,1,1,1,false,false,false,false,true,true
2010,NJ,01,3,2,1,false,47410,2,1,1,false,false,false,false,true,true
2010,NJ,10,3,2,1,false,52250,1,1,1,false,false,false,false,true,true
2010,NJ,11,3,2,1,false,39706,1,1,1,false,false,false,false,true,true
2010,NJ,001,2,1,1,true,17364,2,2,1,true,false,false,false,true,true
2010,NJ,010,2,1,1,true,27361,2,2,1,true,false,false,false,true,true
2010,NJ,100,2,1,1,true,29123,8,2,1,true,false,false,false,true,true
2010,NJ,110,2,1,1,true,24574,8,2,1,true,false,false,false,true,true
2010,NJ,root,12,6,6,true,169588,2,2,1,true,false,false,false,true,true
2010,NM,1,2,1,1,true,123251,2,2,1,true,false,false,false,true,true
2010,NM,root,3,1,2,false,168609,1,1,1,false,false,false,false,true,true
2010,NV,0,2,1,1,true,67897,6,2,1,true,false,false,false,true,true
2010,NV,1,2,1,1,true,16641,10,2,1,true,false,false,false,true,true
2010,NV,root,4,2,2,true,84538,4,2,1,true,false,false,false,true,true
2010,NY,0,13,7,6,false,253445,1,1,1,false,false,false,false,true,true
2010,NY,1,14,7,7,true,96724,2,2,1,true,false,false,false,true,true
2010,NY,00,7,3,4,false,156506,1,1,1,false,false,false,false,true,true
2010,NY,01,6,3,3,true,96939,2,2,1,true,false,false,false,true,true
2010,NY,10,7,3,4,false,35581,1,1,1,false,false,false,false,true,true
2010,NY,11,7,4,3,false,61143,2,1,1,false,false,false,false,true,true
2010,NY,000,3,2,1,false,71903,1,1,1,false,false,false,false,true,true
2010,NY,001,4,2,2,true,84603,2,2,1,true,false,false,false,true,true
2010,NY,010,3,2,1,false,84250,1,1,1,false,false,false,false,true,true
2010,NY,011,3,1,2,false,12689,1,1,1,false,false,false,false,true,true
2010,NY,100,3,2,1,false,5491,4,1,1,false,false,false,false,true,true
2010,NY,101,4,2,2,true,30090,4,2,1,true,false,false,false,true,true
2010,NY,110,4,2,2,true,21531,2,2,1,true,false,false,false,true,true
2010,NY,111,3,1,2,false,39612,1,1,1,false,false,false,false,true,true
2010,NY,0000,2,1,1,true,59918,2,2,1,true,false,false,false,true,true
2010,NY,0010,2,1,1,true,54625,6,2,1,true,false,false,false,true,true
2010,NY,0011,2,1,1,true,29978,2,2,1,true,false,false,false,true,true
2010,NY,0100,2,1,1,true,63398,2,2,1,true,false,false,false,true,true
2010,NY,0111,2,1,1,true,9278,2,2,1,true,false,false,false,true,true
2010,NY,1000,2,1,1,true,4029,2,2,1,true,false,false,false,true,true
2010,NY,1010,2,1,1,true,19970,6,2,1,true,false,false,false,true,true
2010,NY,1011,2,1,1,true,10120,2,2,1,true,false,false,false,true,true
2010,NY,1100,2,1,1,true,11696,2,2,1,true,false,false,false,true,true
2010,NY,1101,2,1,1,true,9835,2,2,1,true,false,false,false,true,true
2010,NY,1111,2,1,1,true,28583,2,2,1,true,false,false,false,true,true
2010,NY,root,27,13,14,false,350169,5,1,1,false,false,false,false,true,true
2010,OH,0,8,4,4,true,162478,2,2,1,true,false,false,false,true,true
2010,OH,1,8,4,4,true,202866,2,2,1,true,false,false,false,true,true
2010,OH,00,4,2,2,true,56274,2,2,1,true,false,false,false,true,true
2010,OH,01,4,2,2,true,106204,2,2,1,true,false,false,false,true,true
2010,OH,10,4,2,2,true,121104,2,2,1,true,false,false,false,true,true
2010,OH,11,4,2,2,true,81762,2,2,1,true,false,false,false,true,true
2010,OH,000,2,1,1,true,26810,2,2,1,true,false,false,false,true,true
2010,OH,001,2,1,1,true,29464,2,2,1,true,false,false,false,true,true
2010,OH,010,2,1,1,true,45966,6,2,1,true,false,false,false,true,true
2010,OH,011,2,1,1,true,60238,6,2,1,true,false,false,false,true,true
2010,OH,100,2,1,1,true,67570,6,2,1,true,false,false,false,true,true
2010,OH,101,2,1,1,true,53534,2,2,1,true,false,false,false,true,true
2010,OH,110,2,1,1,true,54435,2,2,1,true,false,false,false,true,true
2010,OH,111,2,1,1,true,27327,2,2,1,true,false,false,false,true,true
2010,OH,root,16,8,8,true,365344,2,2,1,true,false,false,false,true,true
2010,OK,0,2,1,1,true,105463,2,2,1,true,false,false,false,true,true
2010,OK,1,3,2,1,false,163655,1,1,1,false,false,false,false,true,true
2010,OK,10,2,1,1,true,82942,2,2,1,true,false,false,false,true,true
2010,OK,root,5,2,3,false,269118,5,1,1,false,false,false,false,true,true
2010,OR,0,2,1,1,true,57329,2,2,1,true,false,false,false,true,true
2010,OR,1,3,1,2,false,139292,1,1,1,false,false,false,false,true,true
2010,OR,11,2,1,1,true,106069,2,2,1,true,false,false,false,true,true
2010,OR,root,5,2,3,false,196621,1,1,1,false,false,false,false,true,true
2010,PA,0,9,4,5,false,283538,1,1,1,false,false,false,false,true,true
2010,PA,1,9,5,4,false,138007,1,1,1,false,false,false,false,true,true
2010,PA,00,4,2,2,true,146688,2,2,1,true,false,false,false,true,true
2010,PA,01,5,3,2,false,136850,1,1,1,false,false,false,false,true,true
2010,PA,10,5,2,3,false,79092,1,1,1,false,false,false,false,true,true
2010,PA,11,4,2,2,true,58915,2,2,1,true,false,false,false,true,true
2010,PA,000,2,1,1,true,77156,2,2,1,true,false,false,false,true,true
2010,PA,001,2,1,1,true,69532,2,2,1,true,false,false,false,true,true
2010,PA,010,3,2,1,false,84112,1,1,1,false,false,false,false,true,true
2010,PA,011,2,1,1,true,52738,2,2,1,true,false,false,false,true,true
2010,PA,100,2,1,1,true,45135,2,2,1,true,false,false,false,true,true
2010,PA,101,3,2,1,false,33957,1,1,1,false,false,false,false,true,true
2010,PA,110,2,1,1,true,27849,2,2,1,true,false,false,false,true,true
2010,PA,111,2,1,1,true,31066,2,2,1,true,false,false,false,true,true
2010,PA,0100,2,1,1,true,53540,2,2,1,true,false,false,false,true,true
2010,PA,1010,2,1,1,true,24765,2,2,1,true,false,false,false,true,true
2010,PA,root,18,9,9,true,421545,2,2,1,true,false,false,false,true,true
2010,RI,root,2,1,1,true,25181,2,2,1,true,false,false,false,true,true
2010,SC,0,4,2,2,true,90098,2,2,1,true,false,false,false,true,true
2010,SC,1,3,2,1,false,91810,1,1,1,false,false,false,false,true,true
2010,SC,00,2,1,1,true,43536,2,2,1,true,false,false,false,true,true
2010,SC,01,2,1,1,true,46562,12,2,1,true,false,false,false,true,true
2010,SC,10,2,1,1,true,63562,8,2,1,true,false,false,false,true,true
2010,SC,root,7,4,3,false,181908,1,1,1,false,false,false,false,true,true
2010,TN,0,4,2,2,true,94826,4,2,1,true,false,false,false,true,true
2010,TN,1,5,3,2,false,145290,7,1,1,false,false,false,false,true,true
2010,TN,00,2,1,1,true,52886,2,2,1,true,false,false,false,true,true
2010,TN,01,2,1,1,true,41940,2,2,1,true,false,false,false,true,true
2010,TN,10,3,1,2,false,99451,1,1,1,false,false,false,false,true,true
2010,TN,11,2,1,1,true,45839,2,2,1,true,false,false,false,true,true
2010,TN,101,2,1,1,true,69577,2,2,1,true,false,false,false,true,true
2010,TN,root,9,4,5,false,240116,1,1,1,false,false,false,false,true,true
2010,TX,0,18,9,9,true,542557,2,2,1,true,false,false,false,true,true
2010,TX,1,18,9,9,true,371674,2,2,1,true,false,false,false,true,true
2010,TX,00,9,5,4,false,254682,1,1,1,false,false,false,false,true,true
2010,TX,01,9,5,4,false,287875,1,1,1,false,false,false,false,true,true
2010,TX,10,9,4,5,false,192091,2,1,1,false,false,false,false,true,true
2010,TX,11,9,5,4,false,179583,1,1,1,false,false,false,false,true,true
2010,TX,000,5,3,2,false,201324,1,1,1,false,false,false,false,true,true
2010,TX,001,4,2,2,true,53358,2,2,1,true,false,false,false,true,true
2010,TX,010,5,2,3,false,164464,1,1,1,false,false,false,false,true,true
2010,TX,011,4,2,2,true,123411,2,2,1,true,false,false,false,true,true
2010,TX,100,4,2,2,true,60790,2,2,1,true,false,false,false,true,true
2010,TX,101,5,2,3,false,131301,1,1,1,false,false,false,false,true,true
2010,TX,110,5,2,3,false,122286,1,1,1,false,false,false,false,true,true
2010,TX,111,4,2,2,true,57297,6,2,1,true,false,false,false,true,true
2010,TX,0000,3,2,1,false,157154,2,1,1,false,false,false,false,true,true
2010,TX,0001,2,1,1,true,44170,2,2,1,true,false,false,false,true,true
2010,TX,0010,2,1,1,true,26369,2,2,1,true,false,false,false,true,true
2010,TX,0011,2,1,1,true,26989,2,2,1,true,false,false,false,true,true
2010,TX,0100,2,1,1,true,34712,4,2,1,true,false,false,false,true,true
2010,TX,0101,3,2,1,false,129752,3,1,1,false,false,false,false,true,true
2010,TX,0110,2,1,1,true,46818,2,2,1,true,false,false,false,true,true
2010,TX,0111,2,1,1,true,76593,2,2,1,true,false,false,false,true,true
2010,TX,1000,2,1,1,true,31899,2,2,1,true,false,false,false,true,true
2010,TX,1001,2,1,1,true,28891,2,2,1,true,false,false,false,true,true
2010,TX,1010,2,1,1,true,57484,2,2,1,true,false,false,false,true,true
2010,TX,1011,3,1,2,false,73817,1,1,1,false,false,false,false,true,true
2010,TX,1100,2,1,1,true,51740,2,2,1,true,false,false,false,true,true
