state,structure,status,requested_seed,final_seed,seed_retried,partition_mode,audit_result,audit_population_pass,manifest_population_balance_valid,native_manifest_consistent,units,districts,edge_cut,edge_cut_ratio_to_standard,canonical_assignment_sha256
WA,standard-bisect,pass,0,0,False,edge-weighted,pass,True,True,True,1784,10,2397418.0601,1.0,d385660342802b639a7cfad83f0b67c4db05658305d79f10d445734694789b33
WA,ratio-optimal,pass,0,0,False,geosection,pass,True,True,True,1784,10,2886583.20048,1.204038314602,054b19b8e2b8d286e7893d4f258f261ab3d9c87c02cd5d262376cc8358cca99a
WA,ratio-optimal-area,pass,0,0,False,areasection,pass,True,True,True,1784,10,2188447.71728,0.912835251266,6f33ef95ede03f5df66ec04e90a2a0a2cfde5e5cc97974edda8e1725f8d4af3f
WA,prime-factor,pass,0,0,False,apportion-regions,pass,True,True,True,1784,10,2487589.40371,1.037611856318,3725956348d3d7d5b42509d2b6ec4db34ed8aa72c66d55dff148495483c22c32
VA,standard-bisect,pass,0,0,False,edge-weighted,pass,True,True,True,2198,11,1886265.31234,1.0,a9df92cde45f4987b6e9c55e0935c71fa3bdf9327a825321a73e66b6cb7ac665
VA,ratio-optimal,pass,0,0,False,geosection,pass,True,True,True,2198,11,1879157.62186,0.996231871289,5eebddb566208da64c11f389843f34fcd41042541fe639c203f2a25163bc1127
VA,ratio-optimal-area,pass,0,0,False,areasection,pass,True,True,True,2198,11,2082195.35648,1.103871943601,a0093743b390597e9f85547f678371dc6945bad65d478b4d6c136d02841504aa
VA,prime-factor,pass,0,0,False,apportion-regions,pass,True,True,True,2198,11,2018693.78489,1.070206705114,394cff3b19d8d8a0a203e385872d093aeafb1f3c86be8b1aa83087e5fb1d845b
NJ,standard-bisect,pass,0,0,False,edge-weighted,pass,True,True,True,2181,12,861616.34719,1.0,d0622fabcf9e48cf2187a3acf03b48ea14641685dd9cd580e438d1fa29286b95
NJ,ratio-optimal,pass,0,0,False,geosection,pass,True,True,True,2181,12,869708.44177,1.009391760737,2e1449ab87efaddf57249aba2de4b906ba546216cf8ef0174b82676f5f1f53fd
NJ,ratio-optimal-area,pass,0,0,False,areasection,pass,True,True,True,2181,12,859935.63933,0.998049354721,908adbc4c915c9f3b2b005648ddf7c93cd4d083475262672ede8d27a6bc21158
NJ,prime-factor,pass,0,0,False,apportion-regions,pass,True,True,True,2181,12,913155.7832,1.059817152005,e3e1a81a57971a0943dda45ec3ba8fe87550a7d54f322e55e896b3dc4e5b706e
MI,standard-bisect,pass,0,0,False,edge-weighted,pass,True,True,True,3017,13,2622646.32072,1.0,9c1fc526e33b11e7ea9b88c48bac226c5beb1c99df3d65155a837e9b39db5949
MI,ratio-optimal,pass,0,0,False,geosection,pass,True,True,True,3017,13,2364656.65208,0.901630019038,cb773821a723fcd5821f1b5699a91084152b8adc099f467b71d34fda2f9db453
