census_year,state,state_districts,level,total_geographies,split_geographies,unsplit_geographies,split_fraction,district_geography_pieces,excess_pieces,max_districts_in_geography,source_blocks
2010,NY,27,tract,4919,1352,3567,0.274852612320,6363,1444,3,350169
2010,OH,16,county,88,72,16,0.818181818182,230,142,6,365344
2010,OH,16,tract,2952,800,2152,0.271002710027,3846,894,5,365344
2010,OK,5,county,77,44,33,0.571428571429,135,58,4,269118
2010,OK,5,tract,1046,235,811,0.224665391969,1303,257,4,269118
2010,OR,5,county,36,22,14,0.611111111111,73,37,4,196621
2010,OR,5,tract,834,179,655,0.214628297362,1027,193,4,196621
2010,PA,18,county,67,56,11,0.835820895522,197,130,7,421545
2010,PA,18,tract,3218,939,2279,0.291796146675,4275,1057,4,421545
2010,RI,2,county,5,3,2,0.600000000000,8,3,2,25181
2010,RI,2,tract,244,29,215,0.118852459016,273,29,2,25181
2010,SC,7,county,46,34,12,0.739130434783,106,60,4,181908
2010,SC,7,tract,1103,293,810,0.265639165911,1438,335,4,181908
2010,SD,1,county,66,0,66,0.000000000000,66,0,1,88360
2010,SD,1,tract,222,0,222,0.000000000000,222,0,1,88360
2010,TN,9,county,95,67,28,0.705263157895,191,96,4,240116
2010,TN,9,tract,1497,387,1110,0.258517034068,1922,425,4,240116
2010,TX,36,county,254,198,56,0.779527559055,619,365,10,914231
2010,TX,36,tract,5265,1656,3609,0.314529914530,7132,1867,5,914231
2010,UT,4,county,29,22,7,0.758620689655,58,29,4,115406
2010,UT,4,tract,588,152,436,0.258503401361,757,169,4,115406
2010,VA,11,county,134,88,46,0.656716417910,279,145,5,285762
2010,VA,11,tract,1907,588,1319,0.308337703199,2569,662,4,285762
2010,VT,1,county,14,0,14,0.000000000000,14,0,1,32580
2010,VT,1,tract,184,0,184,0.000000000000,184,0,1,32580
2010,WA,10,county,39,31,8,0.794871794872,93,54,8,195574
2010,WA,10,tract,1458,299,1159,0.205075445816,1783,325,4,195574
2010,WI,8,county,72,52,20,0.722222222222,158,86,5,253096
2010,WI,8,tract,1409,375,1034,0.266146202981,1821,412,4,253096
2010,WV,3,county,55,16,39,0.290909090909,71,16,2,135218
2010,WV,3,tract,484,75,409,0.154958677686,559,75,2,135218
2010,WY,1,county,23,0,23,0.000000000000,23,0,1,86204
2010,WY,1,tract,132,0,132,0.000000000000,132,0,1,86204
2020,AK,1,county,30,0,30,0.000000000000,30,0,1,28568
2020,AK,1,tract,177,0,177,0.000000000000,177,0,1,28568
2020,AL,7,county,67,42,25,0.626865671642,128,61,5,185976
2020,AL,7,tract,1437,235,1202,0.163535142658,1692,255,4,185976
2020,AR,4,county,75,39,36,0.520000000000,121,46,4,136422
2020,AR,4,tract,823,158,665,0.191980558931,991,168,4,136422
2020,AZ,9,county,15,11,4,0.733333333333,42,27,9,155444
2020,AZ,9,tract,1765,435,1330,0.246458923513,2230,465,4,155444
2020,CA,52,county,58,56,2,0.965517241379,233,175,20,519723
2020,CA,52,tract,9129,2425,6704,0.265636981049,11754,2625,5,519723
2020,CO,8,county,64,39,25,0.609375000000,136,72,5,140345
2020,CO,8,tract,1447,427,1020,0.295093296475,1921,474,3,140345
2020,CT,5,county,8,7,1,0.875000000000,28,20,5,49926
2020,CT,5,tract,883,243,640,0.275198187995,1141,258,3,49926
2020,DE,1,county,3,0,3,0.000000000000,3,0,1,20198
2020,DE,1,tract,262,0,262,0.000000000000,262,0,1,20198
2020,FL,28,county,67,57,10,0.850746268657,193,126,7,390066
2020,FL,28,tract,5160,1288,3872,0.249612403101,6540,1380,4,390066
2020,GA,14,county,159,109,50,0.685534591195,322,163,7,232717
2020,GA,14,tract,2796,775,2021,0.277181688126,3640,844,4,232717
2020,HI,2,county,5,1,4,0.200000000000,6,1,2,14732
2020,HI,2,tract,461,23,438,0.049891540130,484,23,2,14732
2020,IA,4,county,99,35,64,0.353535353535,142,43,4,175199
2020,IA,4,tract,896,171,725,0.190848214286,1080,184,4,175199
2020,ID,2,county,44,16,28,0.363636363636,60,16,2,81879
2020,ID,2,tract,456,67,389,0.146929824561,523,67,2,81879
2020,IL,17,county,102,59,43,0.578431372549,200,98,12,369978
2020,IL,17,tract,3265,754,2511,0.230934150077,4072,807,4,369978
2020,IN,9,county,92,60,32,0.652173913043,172,80,4,204568
2020,IN,9,tract,1696,388,1308,0.228773584906,2115,419,3,204568
2020,KS,4,county,105,55,50,0.523809523810,174,69,3,172529
2020,KS,4,tract,829,193,636,0.232810615199,1036,207,3,172529
2020,KY,6,county,120,69,51,0.575000000000,207,87,5,132662
2020,KY,6,tract,1306,336,970,0.257274119449,1658,352,3,132662
2020,LA,6,county,64,48,16,0.750000000000,133,69,4,142874
2020,LA,6,tract,1388,353,1035,0.254322766571,1773,385,4,142874
2020,MA,9,county,14,13,1,0.928571428571,50,36,7,107278
2020,MA,9,tract,1620,392,1228,0.241975308642,2035,415,3,107278
2020,MD,8,county,24,17,7,0.708333333333,60,36,6,83827
2020,MD,8,tract,1475,424,1051,0.287457627119,1929,454,4,83827
2020,ME,2,county,16,10,6,0.625000000000,26,10,2,47138
2020,ME,2,tract,407,42,365,0.103194103194,449,42,2,47138
2020,MI,13,county,83,49,34,0.590361445783,189,106,8,254730
2020,MI,13,tract,3017,823,2194,0.272787537289,3918,901,4,254730
2020,MN,8,county,87,35,52,0.402298850575,137,50,5,198705
2020,MN,8,tract,1505,278,1227,0.184717607973,1800,295,4,198705
2020,MO,8,county,115,54,61,0.469565217391,207,92,6,253632
2020,MO,8,tract,1654,378,1276,0.228536880290,2088,434,6,253632
2020,MS,4,county,82,46,36,0.560975609756,132,50,3,112241
2020,MS,4,tract,878,155,723,0.176537585421,1037,159,3,112241
2020,MT,2,county,56,9,47,0.160714285714,65,9,2,88417
2020,MT,2,tract,319,24,295,0.075235109718,343,24,2,88417
2020,NC,14,county,100,71,29,0.710000000000,228,128,5,236638
2020,NC,14,tract,2672,766,1906,0.286676646707,3495,823,5,236638
2020,ND,1,county,53,0,53,0.000000000000,53,0,1,84566
2020,ND,1,tract,228,0,228,0.000000000000,228,0,1,84566
2020,NE,3,county,93,34,59,0.365591397849,133,40,3,119103
2020,NE,3,tract,553,118,435,0.213381555154,679,126,3,119103
2020,NH,2,county,10,5,5,0.500000000000,15,5,2,31948
2020,NH,2,tract,350,48,302,0.137142857143,398,48,2,31948
2020,NJ,12,county,21,18,3,0.857142857143,70,49,7,137972
2020,NJ,12,tract,2181,519,1662,0.237964236589,2733,552,4,137972
2020,NM,3,county,33,16,17,0.484848484848,51,18,3,107215
2020,NM,3,tract,612,80,532,0.130718954248,695,83,3,107215
2020,NV,4,county,17,6,11,0.352941176471,25,8,3,57409
2020,NV,4,tract,779,97,682,0.124518613607,878,99,3,57409
2020,NY,26,county,62,52,10,0.838709677419,169,107,9,288819
2020,NY,26,tract,5411,1283,4128,0.237109591573,6743,1332,4,288819
2020,OH,15,county,88,66,22,0.750000000000,219,131,5,276428
2020,OH,15,tract,3168,794,2374,0.250631313131,4050,882,4,276428
2020,OK,5,county,77,42,35,0.545454545455,133,56,4,180154
2020,OK,5,tract,1205,261,944,0.216597510373,1480,275,3,180154
2020,OR,6,county,36,29,7,0.805555555556,82,46,4,130807
2020,OR,6,tract,1001,190,811,0.189810189810,1205,204,4,130807
2020,PA,17,county,67,56,11,0.835820895522,187,120,7,336985
2020,PA,17,tract,3446,1007,2439,0.292222867092,4528,1082,4,336985
2020,RI,2,county,5,3,2,0.600000000000,8,3,2,25649
2020,RI,2,tract,250,51,199,0.204000000000,301,51,2,25649
2020,SC,7,county,46,41,5,0.891304347826,104,58,4,146844
2020,SC,7,tract,1323,276,1047,0.208616780045,1620,297,3,146844
2020,SD,1,county,66,0,66,0.000000000000,66,0,1,71383
2020,SD,1,tract,242,0,242,0.000000000000,242,0,1,71383
2020,TN,9,county,95,73,22,0.768421052632,200,105,4,179717
2020,TN,9,tract,1701,443,1258,0.260435038213,2176,475,4,179717
2020,TX,38,county,254,184,70,0.724409448819,611,357,11,668757
2020,TX,38,tract,6896,2090,4806,0.303074245940,9198,2302,4,668757
2020,UT,4,county,29,18,11,0.620689655172,57,28,4,71207
2020,UT,4,tract,716,179,537,0.250000000000,914,198,4,71207
2020,VA,11,county,133,78,55,0.586466165414,246,113,4,163491
2020,VA,11,tract,2198,519,1679,0.236123748863,2744,546,3,163491
2020,VT,1,county,14,0,14,0.000000000000,14,0,1,24611
2020,VT,1,tract,193,0,193,0.000000000000,193,0,1,24611
2020,WA,10,county,39,34,5,0.871794871795,96,57,6,158093
2020,WA,10,tract,1784,388,1396,0.217488789238,2206,422,4,158093
2020,WI,8,county,72,49,23,0.680555555556,146,74,5,203059
2020,WI,8,tract,1542,361,1181,0.234111543450,1926,384,3,203059
2020,WV,2,county,55,12,43,0.218181818182,67,12,2,72558
2020,WV,2,tract,546,31,515,0.056776556777,577,31,2,72558
2020,WY,1,county,23,0,23,0.000000000000,23,0,1,53769
2020,WY,1,tract,160,0,160,0.000000000000,160,0,1,53769
