state,plan_family,district,block_count,area_m2,perimeter_m,minimum_bounding_radius_m,polsby_popper,reock,convex_hull_ratio,schwartzberg,component_count,interior_ring_count
CA,NRS-v0.3,17,10203,4260135590.8825035,694322.9989515565,61866.94237179389,0.11104785742549071,0.35428783802313774,0.7308694939810855,3.00085428952267,1,11
CA,NRS-v0.3,18,15877,45467457585.04918,4488802.998857517,289088.8437690394,0.028356292183775784,0.17317617116074852,0.6012580021554674,5.938479733278799,3,119
CA,NRS-v0.3,19,15802,15479068832.119993,2933656.2809106885,137825.84761322514,0.022601446650548973,0.25937828520164596,0.578538473227239,6.651688164891753,1,59
CA,NRS-v0.3,20,10328,8183944341.140437,2098693.2368536605,112626.85828788832,0.023349339783277006,0.20536614694693386,0.5045506713536028,6.5442924299907235,22,38
CA,NRS-v0.3,21,22489,35081738175.564186,3650232.986063047,230895.88020933856,0.03308642136131727,0.20945892111186412,0.6220401051315173,5.497624862422273,13,63
CA,NRS-v0.3,22,20962,55340287980.56795,4263458.938085234,273679.94975616026,0.03825842696880267,0.23518281223798393,0.6188505029071663,5.112536777737446,8,19
CA,NRS-v0.3,23,15284,14574070991.421904,2375607.283420081,151005.19609677573,0.03245199859179093,0.20344509550716378,0.6120708655113241,5.551102873270009,6,41
CA,NRS-v0.3,24,18394,10123152691.09676,2453864.2134100897,152796.94141816944,0.02112635618006641,0.1380182743103372,0.5346696915424676,6.879988324773828,4,42
CA,NRS-v0.3,25,10000,3876764982.180486,1175477.7266434098,66166.82710658427,0.03525742000424201,0.2818635921167201,0.5848793663382053,5.325675924137989,2,20
CA,NRS-v0.3,26,6030,555584262.3264072,334415.55402202846,28686.50075588323,0.06242906949434881,0.2149042043590159,0.5392456814453793,4.00227170996625,2,3
CA,NRS-v0.3,27,13405,10915058952.966366,2302907.2599112634,153873.9065731297,0.025863247267155588,0.1467392359031131,0.46685257188289125,6.218111052004115,3,10
CA,NRS-v0.3,28,7364,675232359.3456692,518729.93307848054,37205.688210417546,0.031534103737309034,0.15526897629279393,0.43993651070717127,5.631314128268983,1,11
CA,NRS-v0.3,29,6446,676666557.8655013,421499.914115046,31824.052773276315,0.047861862684547514,0.21267374012919824,0.5791226493287688,4.570936644360794,3,12
CA,NRS-v0.3,30,5184,374692534.7418732,296473.8536134658,21277.041058387174,0.053568823408094435,0.26345273072358144,0.5899430979358155,4.320598854962506,1,12
CA,NRS-v0.3,31,5562,237169421.2442893,331226.2810433013,26924.20353137604,0.027165579940547514,0.10414132316124959,0.4009737543822954,6.067230709559237,1,11
CA,NRS-v0.3,32,6638,228251647.67902356,264224.7413579359,18158.828918306783,0.0410843880317971,0.2203374782196349,0.5104269289711986,4.9335733425808455,1,5
CA,NRS-v0.3,33,5717,192837478.1209894,274739.40104819636,20229.70945401661,0.032104019686584884,0.14998999128879856,0.4744525266995267,5.58110628890317,1,11
