state,plan_family,district,block_count,area_m2,perimeter_m,minimum_bounding_radius_m,polsby_popper,reock,convex_hull_ratio,schwartzberg,component_count,interior_ring_count
DE,NRS-v0.3,1,19591,5096829040.722449,1735360.7784863526,81263.97838755604,0.02126818236154983,0.24567107937618,0.7239707937221329,6.857010464871431,7,113
DE,enacted-congressional-session-118,0,19591,5096829040.722449,1735360.7784863526,81263.97838755604,0.02126818236154983,0.24567107937618,0.7239707937221329,6.857010464871431,7,113
FL,NRS-v0.3,1,19156,18110707629.637806,4463283.393356172,278466.679514035,0.011424477789262935,0.07434282744838676,0.38934946955454913,9.35581921354034,10,227
FL,NRS-v0.3,2,17603,8179122956.424485,3410972.1452594926,127823.52302999963,0.008834058181937466,0.15934384690288161,0.512646583647781,10.639467012472366,8,150
FL,NRS-v0.3,3,29275,29987664906.224846,7583529.519382809,232245.36378543408,0.0065525410443721885,0.17696960042052085,0.5114113933531577,12.353645224857855,53,372
FL,NRS-v0.3,4,10137,2603816623.175738,1404496.1799954772,47208.67416061435,0.01658743120378301,0.3718920679226065,0.5714433332885148,7.764445263386289,17,40
FL,NRS-v0.3,5,9934,2480356718.5206337,1695678.9354008392,63612.78559602147,0.010840186600503846,0.1951081649849308,0.5579672290811537,9.604651712730162,10,62
FL,NRS-v0.3,6,16199,5019231889.491661,2085876.6379096755,63499.50003559081,0.014496724472476347,0.39622947241754064,0.7305044656084505,8.305486136580704,7,130
FL,NRS-v0.3,7,9245,1591479799.3558311,1312832.1244515127,60312.429761563886,0.011603596120395599,0.1392635969066228,0.2684342767968607,9.283328056334513,8,70
FL,NRS-v0.3,8,10941,1565044008.1158369,1343360.0343369176,52363.47983700815,0.010898119628720207,0.18168525440286093,0.417281584188359,9.579089137578304,9,61
FL,NRS-v0.3,9,12679,4492893177.556459,1400235.6344239993,81130.58560621172,0.02879610214938574,0.21727361928410693,0.7356697223353579,5.892955305664067,7,74
FL,NRS-v0.3,10,24915,7392881305.828081,3400371.4132154626,86434.39847524873,0.008034722553121737,0.31498555148295687,0.5438797684487268,11.156155463570512,12,253
FL,NRS-v0.3,11,16699,5299959191.30825,3019713.6255203965,77009.04408847335,0.007303833636087347,0.2844717784371664,0.47630551042103214,11.70104268867063,46,187
FL,NRS-v0.3,12,10419,811247379.4399402,851733.2234330567,27180.002214589542,0.01405257768627748,0.34954609817346993,0.6007412401776766,8.435717017361283,18,79
FL,NRS-v0.3,13,12039,1395133204.6004353,789876.9191981052,33259.8670660506,0.02810002407602658,0.40144382714230703,0.7079497716373401,5.965497307106107,13,46
FL,NRS-v0.3,14,10683,2371418258.461924,1230817.267268674,56285.247836464165,0.019671200392079712,0.23826986634175673,0.5831187209622454,7.129918551084459,7,102
FL,NRS-v0.3,15,8846,460864922.3469039,687914.2638207173,42290.748595743644,0.012238125117320642,0.0820225063655417,0.47849179137836995,9.039461419678613,28,19
FL,NRS-v0.3,16,11697,4295482128.684331,2522178.5975743122,131877.34858922506,0.008485356794328882,0.07861793453635149,0.28740982877353005,10.855877795268977,22,101
FL,NRS-v0.3,17,18813,6459122292.017098,3268550.2036035834,112917.66530459223,0.007597540981408243,0.16125004867631634,0.4404508303952137,11.47264285961009,11,205
FL,NRS-v0.3,18,6498,2838246716.012594,802689.480805241,45328.23962415338,0.05535602092521207,0.4397061755847161,0.7320141969315419,4.250280255800241,2,56
FL,NRS-v0.3,19,15422,11973330629.129345,3614702.503427102,132879.6233107244,0.011515418327322328,0.21584814759205753,0.5291445856884751,9.318803202778813,23,147
FL,NRS-v0.3,20,16997,2166191205.1113772,2630359.750054648,73555.42437439371,0.0039343804342402,0.12744344558215112,0.4261835827471614,15.942698175253044,20,152
FL,NRS-v0.3,21,14955,873350505.5942186,1771373.6684574187,53288.830742831204,0.0034976638697310617,0.09789630973363342,0.27746300187625633,16.90872903561327,62,85
FL,NRS-v0.3,22,9060,5258211161.58691,1373386.866618394,74126.30294958824,0.03503177208492821,0.3046095181119791,0.5015876553233504,5.342800361102525,10,55
FL,NRS-v0.3,23,13420,13297376801.44323,4458194.865021623,124673.5291946075,0.008407323229967675,0.27231251158521663,0.5088316319845642,10.906141489047446,132,198
FL,NRS-v0.3,24,15583,2044193700.8489537,3107258.603545932,75263.14049484149,0.0026605848349739347,0.11487023267982732,0.38050723858776486,19.38703723149465,27,201
FL,NRS-v0.3,25,9636,356097680.01092947,514875.891525192,20102.755512929296,0.016880056437853595,0.28048399841117155,0.5146579370417913,7.696850530486585,18,28
FL,NRS-v0.3,26,9335,1380392150.0988746,2180957.268309887,158950.5376856211,0.0036468511034615085,0.017391162197188205,0.08002498975453387,16.55926224527952,154,72
FL,NRS-v0.3,27,6750,508478520.7277317,569193.1760416126,20291.931057801452,0.019722551854118617,0.393075506882887,0.6976067750474768,7.120630443264581,2,56
FL,NRS-v0.3,28,8577,1394374044.8342268,798634.4643435763,43876.26696700784,0.027472175894677178,0.2305526279237013,0.554043683482396,6.033279856972491,8,47
FL,enacted-congressional-session-118,1,16906,8434452259.2080765,2727637.723730774,77530.58693311513,0.014246014171180078,0.4466433458508502,0.7822734323631849,8.378249976560188,7,164
FL,enacted-congressional-session-118,2,26153,26171630145.00143,5391508.442814792,151928.52276599302,0.011314101200500705,0.36091278875289196,0.7280700069969746,9.40134457267745,26,410
FL,enacted-congressional-session-118,3,24561,19335554759.755863,2295773.352024581,109092.51318844245,0.046100801916085093,0.5171504068634694,0.8968934057445279,4.657423820226065,21,187
FL,enacted-congressional-session-118,4,12532,4708491439.217692,1330253.0143464298,63361.56458009221,0.033436679759464794,0.3733190285585332,0.7719818354496191,5.468754492408465,7,32
FL,enacted-congressional-session-118,5,7783,1605016359.4309359,948502.0523842135,34484.419280830305,0.022418821416601262,0.4296192741278426,0.8280333597659256,6.678725764644905,5,77
FL,enacted-congressional-session-118,6,21190,9117621236.8224,2695477.6893460955,64817.18227598625,0.015769572780914894,0.6907984892434965,0.8604886688399896,7.963244238686398,18,193
FL,enacted-congressional-session-118,7,12875,2340112238.3552055,988932.2694496169,40204.460121581236,0.030068617126100167,0.46082745552343113,0.7975245522049393,5.766911310746858,4,105
FL,enacted-congressional-session-118,8,15094,4627294203.495499,1666545.8146785416,75174.68458841671,0.020936421944786586,0.26063576539011274,0.6773462786892352,6.911125331113025,13,89
FL,enacted-congressional-session-118,9,9735,4526365764.564727,1111517.8221404795,55714.92786297346,0.04603908123189975,0.4641481539901265,0.8162260306355039,4.66054468079136,8,95
FL,enacted-congressional-session-118,10,8821,683371085.9970145,308367.6205209943,23473.158130377178,0.09030856143857062,0.3947877586575878,0.7272620092260388,3.3276338836923145,2,38
FL,enacted-congressional-session-118,11,14855,4327827129.730824,1853516.7719379729,53984.83963695595,0.01583021191450143,0.47268998519850147,0.7490806427485331,7.947977622070351,4,290
FL,enacted-congressional-session-118,12,16857,4533886785.567779,1725357.14926963,55387.31464717897,0.01913914443055374,0.4704355998605165,0.7382255772176961,7.228342792755834,26,147
FL,enacted-congressional-session-118,13,14299,646318222.5916415,935865.5440828389,31742.802285677095,0.009273194066515953,0.20417661524762087,0.6379716081575281,10.384493663632114,48,70
FL,enacted-congressional-session-118,14,13184,743835789.1379004,1092669.5411776458,29796.85305352957,0.007829053489861655,0.2666775147998133,0.48160188699332196,11.30174150582655,34,63
FL,enacted-congressional-session-118,15,9779,1739765657.7707076,395143.133659862,31132.641398176638,0.14002053686298624,0.5713588287928897,0.876680058115238,2.672416415419998,2,61
FL,enacted-congressional-session-118,16,10661,3070671620.301246,1115896.2492545336,46444.02529492276,0.03098814671801588,0.45313102307345837,0.7279397309566443,5.6807044945689,13,83
FL,enacted-congressional-session-118,17,20563,4072433235.7097025,2552474.929346014,71259.9085725278,0.007854903734981775,0.2552781117629399,0.7235510659606526,11.28312933941077,23,219
FL,enacted-congressional-session-118,18,23232,17101534528.325352,3465042.41027192,117111.5710184746,0.01789896161059683,0.3969041089628772,0.7681805176326256,7.474567732672783,10,330
FL,enacted-congressional-session-118,19,13747,2157167869.8440804,3033500.112273461,61324.062993433865,0.0029458170829306817,0.18258799857164998,0.5285619651409997,18.42455943306607,29,228
FL,enacted-congressional-session-118,20,8642,5620616120.100375,824960.2376241476,61390.42606868091,0.10378336689511158,0.47471478372466025,0.7270364341535166,3.104102989800658,4,49
FL,enacted-congressional-session-118,21,14146,3979794824.4117713,1461387.3247079183,55094.9802690557,0.02341746471653982,0.41733686223857874,0.9139750711080787,6.5347663303631025,16,91
FL,enacted-congressional-session-118,22,8023,657118028.5874496,399494.27651446377,23780.74313553851,0.05174067895505865,0.3698645142297822,0.670226364829311,4.3962657611515965,10,22
FL,enacted-congressional-session-118,23,8065,437478337.98813134,529059.9637377082,19283.40217366899,0.019640684614324493,0.37448925641110536,0.6996463004058,7.135455286897823,18,54
FL,enacted-congressional-session-118,24,8835,266935216.25956428,540343.5177674918,14933.268197962867,0.01148883112064972,0.3810186821201674,0.7323630913093441,9.329579659014614,36,35
FL,enacted-congressional-session-118,25,8068,531826074.63862306,325462.2246962971,19147.34556805421,0.06309258375116657,0.4617454267592379,0.8150643311925135,3.9811711070236853,1,33
FL,enacted-congressional-session-118,26,7841,6168845846.091792,1653138.7938262923,83642.88209790764,0.0283658072052851,0.2806700468427704,0.7637567527865358,5.937483648427983,10,143
FL,enacted-congressional-session-118,27,9194,316204249.7335747,483227.5124230732,15888.631767250456,0.017016657627225668,0.39869870934005536,0.5433651916912283,7.665895054458625,20,33
FL,enacted-congressional-session-118,28,9872,6684500477.949784,3316342.949130488,149202.79417089839,0.0076376535037640325,0.09557959219394009,0.2799955792370883,11.442476364983243,214,160
GA,NRS-v0.3,1,30036,23608660198.205486,4863637.174625579,148559.5597043054,0.012541771002987818,0.3405024659878254,0.6200888169256445,8.929364812330663,13,242
GA,NRS-v0.3,2,21472,15664093228.034292,4468024.493244642,201951.68203888033,0.009860161603059463,0.12225325670342131,0.29901049149818376,10.070661153849775,9,168
GA,NRS-v0.3,3,18092,10447024843.346363,3083342.8870125166,136956.85664642157,0.013808892354722638,0.1772863077275545,0.5881814312503562,8.50982399645665,10,83
GA,NRS-v0.3,4,7272,1730793268.3679209,1177968.4173478156,55125.459563545,0.015674286044380575,0.18129710890900355,0.4775630393752583,7.987412543348807,5,46
GA,NRS-v0.3,5,11971,4782746606.667885,902547.4231389336,52194.99096709481,0.07378144814374113,0.5588173043594232,0.8717882620492265,3.681513627999148,4,44
GA,NRS-v0.3,6,7467,1061410081.2663257,650357.3022062922,28658.886616108182,0.031534723727484025,0.41135303605161533,0.689874435326718,5.631258770615896,6,25
GA,NRS-v0.3,7,9091,2833349043.959167,1473493.8132557364,64614.61805043742,0.016398846839292977,0.21601735469219122,0.5220763744842178,7.808962641600493,12,29
GA,NRS-v0.3,8,30618,32513884547.127106,8507476.924017211,227999.84974036898,0.005645171804716506,0.19909019180756,0.40846778149528623,13.309490118185664,39,466
GA,NRS-v0.3,9,9531,3958352705.4559145,2176675.0829564016,62823.95727543716,0.0104987390534361,0.31923760071226737,0.41491769018782676,9.759586762193996,8,42
GA,NRS-v0.3,10,8502,959936993.7124878,511431.36737507884,39605.81985041435,0.04611878645077242,0.19479367025600455,0.519686987121837,4.656515624518522,3,11
GA,NRS-v0.3,11,8480,2372839119.795425,1007754.5864221435,51370.42171356759,0.029360847751186248,0.2862148474282035,0.6198271389035022,5.836005660842195,5,35
GA,NRS-v0.3,12,22443,17492933986.32977,4178515.9828843153,152170.78510710484,0.012590076989752888,0.24046408571380237,0.4965389822345873,8.912218121300688,9,156
GA,NRS-v0.3,13,13171,6194263874.232865,1907420.3979926524,68464.77248848151,0.021394725607698083,0.42063508185324844,0.6895373059380777,6.836701832621765,4,67
GA,NRS-v0.3,14,28577,27984327380.522057,4033325.571680657,208844.530658603,0.02161713711135186,0.20422964750444877,0.5936431223997998,6.801440629584242,10,181
GA,enacted-congressional-session-118,1,24550,19596523881.64931,5739162.746504719,121743.19876590454,0.007476387875992294,0.420862035542685,0.7784086778026297,11.565225037104359,40,440
GA,enacted-congressional-session-118,2,27922,26098603533.008766,2938947.1837059716,135262.09532712243,0.03797026002957179,0.4540620189199549,0.7954907504305728,5.13190034513598,6,195
GA,enacted-congressional-session-118,3,17224,10917659014.398575,2030063.4583884531,87299.56741233199,0.03329048806948332,0.4559901590190041,0.8128924552810026,5.480749069753518,4,101
GA,enacted-congressional-session-118,4,7168,1076986346.9755127,460006.59540347767,33521.045797292245,0.06395756852563665,0.3050880564603837,0.7585864972275989,3.9541580797083355,3,17
GA,enacted-congressional-session-118,5,9510,646497829.9295726,240083.8580070915,20215.58788890999,0.1409454345063213,0.5035521419194624,0.8003957531433088,2.6636336552139652,4,7
GA,enacted-congressional-session-118,6,6397,2080037578.0648415,837151.7202866565,39922.13859777674,0.03729689664025323,0.41542603659513744,0.7214599916232758,5.178019140844282,2,38
GA,enacted-congressional-session-118,7,5111,831948144.8561988,302348.27754722437,23004.03779707296,0.11436447063060833,0.5004241267141154,0.8176099897169312,2.957021198725915,2,16
GA,enacted-congressional-session-118,8,31119,28596118660.855663,3017481.55256366,164746.50935302084,0.039466417619762266,0.3353704354388798,0.7322373595579462,5.033686296190919,10,183
GA,enacted-congressional-session-118,9,17890,10266968314.872358,2607238.152705589,92689.55037051447,0.018979758422774124,0.38039149499046465,0.6877214615842575,7.258630008271685,5,144
GA,enacted-congressional-session-118,10,17488,13147673334.547523,2955198.542803971,86952.5249576734,0.0189184451964657,0.5535216816073448,0.7977605718541978,7.270382824364316,6,145
GA,enacted-congressional-session-118,11,9702,2970468833.216325,1097157.6432125566,44900.27312333395,0.031009645269817816,0.46900466423641013,0.6945309027037951,5.678734976805222,3,37
GA,enacted-congressional-session-118,12,27913,25329679564.82627,3247385.3781263726,127650.86393200007,0.030183659851728325,0.4948029796102953,0.8521963080983944,5.755910746692822,8,263
GA,enacted-congressional-session-118,13,8533,1540494565.8587387,509984.0854589003,35880.2098316061,0.07443150272667905,0.3808906831151039,0.5850146401836207,3.665401948550367,2,24
GA,enacted-congressional-session-118,14,16196,8504956273.963242,1207839.8644763788,80049.98890546906,0.07325937859857502,0.4224736825517146,0.7947515985909855,3.694608156800163,3,49
HI,NRS-v0.3,1,8005,147627791181.42618,4941364.299281991,633353.7897164392,0.07597736709246862,0.11714547079987477,0.38604122236416166,3.6279214908506714,47,11
HI,NRS-v0.3,2,5778,32011880261.824753,3037788.2369526015,3715890.766072129,0.04359192579749564,0.000737964437160982,0.011291440413567989,4.789574932854406,50,18
HI,enacted-congressional-session-118,1,4534,5734321055.283847,976246.857679645,76210.73212437799,0.07560883924386862,0.31426778499081237,0.6468039253491138,3.636752236735298,4,7
HI,enacted-congressional-session-118,2,9249,173905350387.96857,7042105.099365767,4297807.4204601655,0.04406743808719683,0.002996878722459742,0.04248192095208987,4.763663748830961,92,21
IA,NRS-v0.3,1,37146,31269604043.360558,3948527.2435583835,182462.22570008563,0.025203564591054356,0.29896928510990106,0.5927309549572432,6.298962398743849,5,170
IA,NRS-v0.3,2,22770,13027041896.815111,2533215.634740382,154497.63305463662,0.025510052615197232,0.17372098237882821,0.5729338908620493,6.2610089243479985,4,51
IA,NRS-v0.3,3,61997,57991987034.51697,4563508.28038338,207407.74430822209,0.034992918711335835,0.4291095503363942,0.74818225626856,5.345765650028743,12,188
IA,NRS-v0.3,4,50223,42844629738.03295,4960900.5621522525,236359.42521385444,0.021876871409797962,0.2441184877615397,0.7732125863052625,6.760944844049153,8,254
IA,enacted-congressional-session-118,1,35387,28284126604.451347,3661798.8535112175,159150.8257503337,0.02650718858285749,0.3554472080298708,0.6716501561700684,6.142118146994197,8,197
IA,enacted-congressional-session-118,2,40301,33542646105.526283,2565802.3889402025,141377.71919832163,0.06402664920175555,0.5341773943958557,0.7954351922343424,3.9520243616685344,3,163
IA,enacted-congressional-session-118,3,36119,27703987543.755756,2774389.313665557,144414.63943728936,0.04522903703168808,0.4228340666518531,0.766212917098784,4.702094243038993,3,129
IA,enacted-congressional-session-118,4,60329,55602502458.99195,3733198.1498305113,191503.24152611758,0.05013512685531267,0.4826054323737218,0.7264326693773672,4.4661051194865955,9,176
ID,NRS-v0.3,1,38284,133793113415.95532,10726976.402625075,453339.89550964773,0.01461130389453774,0.20722206966785164,0.5935331153647253,8.272856919985744,15,591
ID,NRS-v0.3,2,40368,81348611842.60403,9194693.595947662,375343.7086121756,0.012091647769454391,0.18379851246187093,0.4953638168456886,9.094048293383212,9,520
ID,enacted-congressional-session-118,1,38477,102566496048.79614,8444341.492396493,396545.18914800603,0.01807522895256782,0.20762052053453178,0.7295977436551231,7.438032925134994,11,502
ID,enacted-congressional-session-118,2,40175,112575229209.76291,7893665.237299062,249681.6400501018,0.02270362971403737,0.574803958695693,0.8088951724766112,6.636702535174522,15,621
IL,NRS-v0.3,1,23028,10905535806.690092,3325199.666767906,207710.47573307742,0.012394283206050995,0.0804600567375472,0.2624028750608335,8.98233591115583,12,192
IL,NRS-v0.3,2,13218,1221702812.6667264,920065.876227718,44632.49348692773,0.018135836436871496,0.19521509681711013,0.6685751535333317,7.425594079969563,11,99
IL,NRS-v0.3,3,15672,3483715131.811784,989711.0462107153,55419.35811165873,0.04469260447148493,0.3610520204193604,0.7610370593699166,4.730229018210008,5,49
IL,NRS-v0.3,4,9540,227501935.68567076,248622.1662630389,19512.59231946747,0.046250376009752694,0.1901977091739408,0.49246014936694565,4.649886648140068,1,0
IL,NRS-v0.3,5,11780,149725781.5825256,101101.78875882918,8958.650330886108,0.1840724419795531,0.5938291938295815,0.7979041306682585,2.3308032396639207,1,0
IL,NRS-v0.3,6,8164,122412775.58229597,195207.60609056253,24642.738603488204,0.04036854887374571,0.06416510834381883,0.24416872475055176,4.977123656767254,3,9
IL,NRS-v0.3,7,12050,419433963.30645424,304634.22803468286,24730.041478949242,0.056795779175497586,0.21830517548699566,0.5734574842380019,4.1960626996990555,1,11
IL,NRS-v0.3,8,13423,888493404.0477068,730754.1344762768,44701.57514016342,0.020908434165744488,0.14153331611401218,0.5385702641185408,6.915749358925729,6,85
IL,NRS-v0.3,9,26999,15699769857.310566,2716693.3888795013,184613.03477836502,0.026731411927328426,0.14662860080213017,0.4799019973377319,6.116303826787195,17,84
IL,NRS-v0.3,10,12401,323860551.73594683,399111.46652844036,23729.963057619556,0.02554932935592141,0.1830686818467162,0.4069719813276684,6.256194578675089,3,23
IL,NRS-v0.3,11,13359,2445800284.8125596,1106343.1963288034,60664.11959051077,0.025110254614217238,0.2115472189101754,0.566160763039358,6.310655052398226,9,56
IL,NRS-v0.3,12,15452,463178193.92569184,292356.80696624855,16505.477090892087,0.06809755967945352,0.5411804108165944,0.7768177936265768,3.832076986842731,2,1
IL,NRS-v0.3,13,20336,5751046643.332203,1840157.6235848593,83449.79675564292,0.021342569456115852,0.26287328398373916,0.6343289769548864,6.845050369963902,10,81
IL,NRS-v0.3,14,36454,22584683773.59187,3237118.7586100283,174973.89508615385,0.027083613851964203,0.2348105586855518,0.5574232285900287,6.07640473406527,5,140
IL,NRS-v0.3,15,40952,24192238886.315357,3284417.789531981,155483.45785377116,0.02818182636629816,0.31853547664991705,0.668143139269319,5.956833106829875,11,156
IL,NRS-v0.3,16,47410,32350229956.881783,3630346.2032096395,179448.94349782102,0.030845452826601703,0.319775869052039,0.8360069491654332,5.693829063001273,4,261
IL,NRS-v0.3,17,43086,23655974554.729637,4987240.506120167,123166.01057565528,0.011951711021615368,0.49637422559339806,0.7515182369952134,9.147132247278359,13,461
IL,enacted-congressional-session-118,1,15283,1592082326.598134,641105.5799386298,45009.85390538906,0.04867615571143781,0.25014996247879095,0.5662030829727276,4.5325422822633765,5,23
IL,enacted-congressional-session-118,2,26092,10158938988.625216,1176896.8749952887,100616.40357525831,0.092168261706889,0.3194191132171053,0.7651687447508341,3.2938915917715335,6,46
IL,enacted-congressional-session-118,3,11322,404905448.0124884,354807.0402224633,25877.83717257567,0.04041839156127869,0.19246324140872625,0.4141623423329966,4.97405389401985,3,47
IL,enacted-congressional-session-118,4,11961,248799635.63969544,250583.83193385985,14374.595803163978,0.04979130530053914,0.3832733158300477,0.5527313262890727,4.481498384246204,2,13
IL,enacted-congressional-session-118,5,10198,407170042.43858975,351048.34902476624,29499.199451937748,0.04151947099688043,0.14893798846273057,0.4795032296714092,4.907655783187494,4,26
IL,enacted-congressional-session-118,6,12365,589157873.7621441,354116.8080644711,22316.2580093141,0.05904028813724884,0.3765642316666905,0.6477605324788032,4.115529943390664,3,46
IL,enacted-congressional-session-118,7,11983,177362596.1576396,159609.27754506885,13978.073537152719,0.087489440171127,0.2889465561501091,0.49855145835379205,3.380821030163913,3,5
IL,enacted-congressional-session-118,8,10409,748675472.2321789,445528.273490909,27654.179787976576,0.047397226537872865,0.3116177364016211,0.5871119670233639,4.593286504578691,3,40
IL,enacted-congressional-session-118,9,10852,440278822.3399244,345656.8451081594,33536.352562896056,0.04630707363656957,0.12460809887821732,0.4218311074552092,4.647039153523971,4,20
IL,enacted-congressional-session-118,10,13493,1349824823.3214567,900836.1503040768,39448.86701269674,0.02090237633270488,0.27609495351832825,0.694990660322731,6.916751432070842,15,133
IL,enacted-congressional-session-118,11,13832,2392272254.930729,814527.1097584453,52640.4320686195,0.04531159820190868,0.274803234519849,0.5293276931084575,4.697808503657716,9,68
IL,enacted-congressional-session-118,12,53156,36625949962.369194,5281833.621255716,161493.3354498426,0.016497925127323496,0.44702294579073526,0.7787999357143031,7.78547896844717,12,468
IL,enacted-congressional-session-118,13,25415,5905022743.691995,1465542.78601087,128926.75370908628,0.034548916719131434,0.1130799497626694,0.3805326698003577,5.3800062809317355,7,151
IL,enacted-congressional-session-118,14,17963,5142711236.347171,1206769.4091262675,61469.06654638885,0.04437653801988939,0.4332404821350004,0.6965445832858141,4.7470443681512755,11,70
IL,enacted-congressional-session-118,15,55402,43726300435.17685,5007552.878176941,183228.18298218487,0.02191298343488435,0.41457996639369993,0.6401716364132728,6.755371616599323,9,286
IL,enacted-congressional-session-118,16,36052,23243163926.64903,3360257.3632277274,153938.5596401704,0.02586783167859232,0.31221267848427,0.5748136195118967,6.217560027030425,12,184
IL,enacted-congressional-session-118,17,27546,11732687725.716095,2153726.3376687095,129170.18942057397,0.03178530167836432,0.22383244885578085,0.34517324603878247,5.609017966688955,7,93
IN,NRS-v0.3,1,22024,6920178135.314317,1583766.9602883756,105832.26128969561,0.03466926069060338,0.1966668899119021,0.5661928192007578,5.370660622195715,3,91
IN,NRS-v0.3,2,18026,3880981097.343638,1650351.2059921739,124069.91541557113,0.017906002539260127,0.08025252073241237,0.30605482333358786,7.473098027956974,7,74
IN,NRS-v0.3,3,26180,15067857830.824306,2488425.59039592,123984.75754343861,0.03057821008629239,0.3120075095850573,0.7434876898684525,5.718655962446621,4,127
IN,NRS-v0.3,4,27969,14372533495.164885,2140045.124093147,119992.63090497126,0.0394364062559998,0.3177417664159209,0.7426630312804651,5.035601266073782,4,61
IN,NRS-v0.3,5,18100,5988118349.876054,1705488.8335068123,85496.79549374354,0.025870360387576376,0.2607599133387662,0.6399806384467971,6.217256150627455,3,118
IN,NRS-v0.3,6,22553,12671150533.089186,2557101.956816293,137763.41642404048,0.024351730301108324,0.212519296136914,0.5688117023708473,6.408185683628866,8,80
IN,NRS-v0.3,7,13906,1559785107.5888102,890975.6114690899,63774.69014699309,0.024691245686079513,0.12207259654150623,0.3847359608143074,6.363975507828925,1,18
IN,NRS-v0.3,8,25996,17016192386.477488,3196371.0751226475,124360.65523920827,0.020929452478581044,0.35022448970261216,0.6367318064923833,6.912275930854883,3,152
IN,NRS-v0.3,9,26205,15742488982.077229,3852987.8995964304,125497.98817707364,0.013325636792519585,0.3181632378507638,0.7330617732790328,8.662754645435314,12,171
IN,enacted-congressional-session-118,1,16911,2867582964.008201,480911.4066822092,47735.29761795424,0.15581013336257077,0.40057777475037964,0.7567128767518153,2.53339057410724,2,35
IN,enacted-congressional-session-118,2,26527,11324567042.801847,1718837.7671184682,76065.01489498785,0.04816834179944775,0.6230197657866066,0.87068102081897,4.556371765835561,4,141
IN,enacted-congressional-session-118,3,23272,11446625547.484732,1556281.3283674896,95300.78542410073,0.059389699254745826,0.4011757225726225,0.9206450073611815,4.103405507117704,7,148
IN,enacted-congressional-session-118,4,25425,15825097051.683205,1575916.2260926042,115627.60066955497,0.08007371755411719,0.3767675417805188,0.8389456082750832,3.533906087634712,5,84
IN,enacted-congressional-session-118,5,20202,5704428559.380618,934617.9666527592,55940.84369870591,0.0820642034987343,0.5802354362822648,0.8412127610687422,3.490785157093751,2,59
IN,enacted-congressional-session-118,6,19223,8521049039.2720585,1290121.303689283,79037.36149275712,0.06433418968188083,0.43418850804606013,0.7799802376868151,3.9425669994271493,1,101
IN,enacted-congressional-session-118,7,11429,723105650.1162821,205777.08487258168,20162.18266165381,0.21459401133100275,0.5662090313962292,0.9544095469314126,2.158694579565547,1,16
IN,enacted-congressional-session-118,8,35295,21127022759.540524,4017951.205117903,140262.30363126541,0.01644518818819907,0.3418271017337275,0.7234226794188571,7.797952334073008,10,228
IN,enacted-congressional-session-118,9,22675,15679807303.467865,2435224.762017467,104587.16401948973,0.033225573265363635,0.45628277561374386,0.7610759232056163,5.4861004919990375,11,101
KS,NRS-v0.3,1,32678,33014323214.967888,4617781.085285721,282087.9530899284,0.019455642693894097,0.1320636958914522,0.42668597661705393,7.169307515309276,15,119
KS,NRS-v0.3,2,25780,30821880967.651787,4770217.217190478,323802.8874282421,0.017021298649751604,0.09357241362782369,0.566761870541083,7.664849892810383,14,90
KS,NRS-v0.3,3,61124,84936820249.92642,6564601.54929029,323245.6166589126,0.024767896297250562,0.2587502850883723,0.7500068158196482,6.3541203994456845,5,333
KS,NRS-v0.3,4,49737,63553969848.499664,5956725.230871505,340295.69488106616,0.022508026218896374,0.17469476917966356,0.5457795081482351,6.665477915230392,11,373
KS,enacted-congressional-session-118,1,72965,128752925695.87224,5008203.930034705,328053.8851956852,0.06450642314337249,0.38081746932896277,0.8143965535716844,3.9373001143756494,24,164
KS,enacted-congressional-session-118,2,46804,39859750534.71889,6225583.599220282,182210.20651899255,0.01292362362712809,0.38215478596495644,0.6249466167801071,8.796458319032089,35,466
KS,enacted-congressional-session-118,3,14262,5904140024.765307,1133178.7087609249,70857.10688595225,0.05777895739705125,0.3743173384005629,0.789299951598172,4.1602090034785775,3,65
KS,enacted-congressional-session-118,4,35288,37810178025.68895,2725256.880315907,170888.04776725636,0.06397402809199823,0.41213118014311745,0.8731421977153662,3.9536493739408094,6,229
KY,NRS-v0.3,1,20706,19165113220.060196,6561806.10186313,141161.452043908,0.00559338182843816,0.30614648851720877,0.6206483404736087,13.370965444178978,16,182
KY,NRS-v0.3,2,20424,17294353183.957985,6651249.545527382,138722.1233002845,0.004912558140985725,0.28606386102908815,0.4429759149419572,14.267443070535611,18,202
KY,NRS-v0.3,3,13381,5664996733.966038,2273410.3831419316,82885.30749930617,0.013773802438412816,0.26247907391208875,0.5646990459321409,8.520656846433173,19,144
KY,NRS-v0.3,4,13435,7300463062.602387,3778463.4055774603,94438.81661520708,0.006425838867516907,0.26055503047448714,0.42843611870568304,12.47484288092587,13,157
KY,NRS-v0.3,5,25183,25306306364.43317,7017671.269651052,150079.66076707802,0.006457324093654548,0.35763104356213066,0.6774798706560771,12.444392713457068,30,299
KY,NRS-v0.3,6,32724,28683756081.391567,9165463.174177809,339565.714921103,0.004290787938468959,0.07918419020355326,0.4681967208735753,15.266218515377414,27,356
KY,enacted-congressional-session-118,1,33378,30486842206.140175,8176155.231373995,234707.00004562014,0.005730916097873108,0.176161291392198,0.4796499682386187,13.209548532855937,53,414
