diagnostic_index,seed_digest_sha256,seed_u64_little_endian,engine_seed,status,exit_code,failure,discovery_sha256,assignment_sha256,assignment_offset,assignment_bytes,matched_units,matched_unit_rate,max_population_deviation_scaled,total_population_deviation_scaled,weighted_boundary_cut,population_tolerance_pass,benchmark_assignment_reproduction
80,8419afcad0d2a4831ace0e282b42da226460b3b9fc7d585f926bbd4912a88188,9485938509344610692,1375256359,accepted,0,,e5f3bd09f185d4409f78028fe130daa314cae5493546a4c9af74ec8d65108bc8,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,315526,3994,31948,1.0,11,22,583467453,true,true
81,771864659eee3cd14c922dddf6bb52956d81f39ee0884d1f9436512dbc41ecfc,15077188016602880119,131986871,accepted,0,,eaa924a0f26ae01a9112d0e1c02f6e875c755cb1b30ed61700f243f7a9699e20,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,319520,3994,31948,1.0,11,22,583467453,true,true
82,63ccc0ac071444e325d1cefbaa7b5f6a18cc978edef7a3c1e165ffed50e290ed,16376236168221609059,1934161013,accepted,0,,a1ce16bd80e8880892334dd7745236f0040f9aa6d3bfff20857b7108231628fc,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,323514,3994,31948,1.0,11,22,583467453,true,true
83,099b319fb334a6e52aa9336df6fa1b9182ed1c6439978b4916d06cdd3851a2fc,16547971826894084873,1786643571,accepted,0,,6a6675f37a21e1058e602615a8ea170bc99213180b18672137b3da3a4ec5a897,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,327508,3994,31948,1.0,11,22,583467453,true,true
84,f54367f221ee4e07688bd73934693fd3cbb177efe9ae48ef86c13311431fa504,526620036017112053,17113145,accepted,0,,e4efa21e285994fbf20bfbbc16c05b917ccb791e2707297a0ab7a44d60d45997,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,331502,3994,31948,1.0,11,22,583467453,true,true
85,60c3d74bc976d92d4de448d51b8ac9fd9f22cdd88cf9c38dfd343a603f84d630,3303802408585904992,663400691,accepted,0,,f0f5511e13d2773f2224f1ea7ea12e12fd6707e868ebd2cbbf5ce27816ac290e,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,335496,3994,31948,1.0,11,22,583467453,true,true
86,dbf43bc163df0d8482765648b317951ab82c7208ad5a7a4cb6d6acda6a8b9f97,9515507207240414427,1230484388,accepted,0,,d0f749a833ee22a080e3b01ad0752d2fea8e28d8d404d23e8704383be82d86ac,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,339490,3994,31948,1.0,11,22,583467453,true,true
87,c24567e93c897a82c6b5a4c768ece0618a34313fc0d97c13b9a5bcba4f3e8af7,9401978066796234178,1851545661,accepted,0,,3552bdffcd603fdf276726dc4ca2b7a6d82b099c7a9c9620cdb77446fa16ac66,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,343484,3994,31948,1.0,11,22,583467453,true,true
88,e198c4c4e1c86bb05edf7a4f08dc876e009f2455db12518e4ae76d65bf69b9ee,12712475245177772257,630991527,accepted,0,,11698a66a6f35d0ef03dfbb3ccaa9f3ec00788e05c16bc14a180a2debdc485a0,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,347478,3994,31948,1.0,11,22,583467453,true,true
89,c8bdfd56cdc48fd666ebe3cdfb2d1b64a8933a8437747266a0e008f27f00e287,15460792431993011656,69027686,accepted,0,,17b8e889f2571bea33b3c4faf5aa69bf221874990bebaa7ca7fc3314c1c846f7,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,351472,3994,31948,1.0,11,22,583467453,true,true
90,cb4a139b4baaa3263385debee95a85376435e8672d59d2d585df751cebee13d0,2784256236346100427,1750769506,accepted,0,,058087e627c734071502ea111b217f58b83814a59bd164fdb745d509899e238c,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,355466,3994,31948,1.0,11,22,583467453,true,true
91,455e2157054e970062c5c85c8fb503e99852875d1435b8745da31d8b0aaeebc2,42588506326916677,1481636431,accepted,0,,6c41e9df950c0725afdde1a70c9fa895148aa843733edd26eb6b61cc01004761,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,359460,3994,31948,1.0,11,22,583467453,true,true
92,5b38acf5272454314186e06eb26ad5c05c90e2e217526092e78b6b5ead8c5625,3554505759946192987,1481932971,accepted,0,,9717f78fd106acbafed7df7d22d062a0662ee3331214137a404c68fe5ead121f,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,363454,3994,31948,1.0,11,22,583467453,true,true
93,42bd3c3c1fda3ae4923c57a4d235b031b401c4f82a3d0fee7a89005c0c71dee2,16445696816986242370,78803332,accepted,0,,876843540bf1a6b2e92fdb9944a763a400a1db3e52df2501c5ad5a3e00d62256,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,367448,3994,31948,1.0,11,22,583467453,true,true
94,391b24bd24bf9cfc692a005a5ea790565e50bae0965b39e2033ff13d4a195883,18202633958437690169,912103814,accepted,0,,d05fe42e5edaa056f8447875a373222a7edfddf86da29bd424af62d921a48574,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,371442,3994,31948,1.0,11,22,583467453,true,true
95,2418c6cdbddb4f199306606be4d55c7c953375947a219246e1f60aa038f4b02c,1823917982355953700,6672288,accepted,0,,1949660bfe7ca84a6e5052b582c92edca07d55c2f824f76a0d66bb4e20df367a,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,375436,3994,31948,1.0,11,22,583467453,true,true
96,6feca620eb9564c4ff1eef33bc1e35b70f7318830ebf99646d4509dfe903815d,14151600766202604655,695212104,accepted,0,,2180a4dc536235443f53d0675c03c26688eb0f619b446acbcf0cbc736286fd4c,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,379430,3994,31948,1.0,11,22,583467453,true,true
97,ee6973a031bd4fffb8ff335c1eb46c0afd9fee122610ca36a68315e1f8496b79,18397131023674730990,521331797,accepted,0,,210f529ba0505e47e47d18ec8754a402b60bc98aafd79c2095622cec6f54280e,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,383424,3994,31948,1.0,11,22,583467453,true,true
98,96cec43e423bef7042c326589c3d937a39de66d223fc839eb52279862bf3d569,8137788207388741270,547570972,accepted,0,,e57829035191379a784beaabaef11c58c206747d24b1387a0ee8341705b628cc,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,387418,3994,31948,1.0,11,22,583467453,true,true
99,4000ad2f982ce1c22c68428925743cddeafac289bc284d1aa000c0f915d4c32b,14042554145264435264,896489843,accepted,0,,65176a5eb1b3d5533a9593ef87d3dc8c9418c0936c375118ef39cfe41352be1f,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,391412,3994,31948,1.0,11,22,583467453,true,true
100,860ad06bf044ef49afbb1ce7e3dcc37f7c49b6936b49882c0c4bb1bbafcb4f79,5327552683594222214,2142147687,accepted,0,,4a21627d4b0e1fac0d832db6b4099be26839532102bc5ac6839bc389b4a68f69,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,395406,3994,31948,1.0,11,22,583467453,true,true
