diagnostic_index,seed_digest_sha256,seed_u64_little_endian,engine_seed,status,exit_code,failure,discovery_sha256,assignment_sha256,assignment_offset,assignment_bytes,matched_units,matched_unit_rate,max_population_deviation_scaled,total_population_deviation_scaled,weighted_boundary_cut,population_tolerance_pass,benchmark_assignment_reproduction
11,4fc3f542e610ff8029f4eacb35536c275da706e5777566336046c896c4fd98de,9295166737067918159,1156834589,accepted,0,,6647d72a711db0474d41635049c649bc30692bbeb129ccf2fc6cc305ff93f308,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,39940,3994,31948,1.0,11,22,583467453,true,true
12,fe2838bbcc113e234c2862ddda113d12531b8856d521e3d16fdde17bc700fa1b,2539486810895558910,28593304,accepted,0,,68293011b09705ee57de89fab062b6aa21c1d51149b6c438be5fa6571b7d0854,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,43934,3994,31948,1.0,11,22,583467453,true,true
13,1eb85127b7537ca6961b6bb5c41fd82cf170ebe613551548873a3659f9c9cddf,11996555553511946270,1951031182,accepted,0,,db1d551fbdd06de9b84e74f08ab051890036c9b1612e1267addf9672d660d06d,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,47928,3994,31948,1.0,11,22,583467453,true,true
14,680cdbd09afa8cab0009016b8ecc1d361ab780c75b2b64e434a9458fbe34c7b4,12361530620061092968,670368160,accepted,0,,133341e1bd66b5997e573b40e7dd2e9d0ff2329f825344b6c03566b5df358e88,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,51922,3994,31948,1.0,11,22,583467453,true,true
15,9262a5f65ef63ca6ce5a18c2cfbc680388d3e062ccef23b83d93efe76e3ca8cd,11978719996624069266,1126125394,accepted,0,,e923356935ce8b3ef605392619316b4b9b286233b3e16664a390d715f687d762,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,55916,3994,31948,1.0,11,22,583467453,true,true
16,e2c2829462e8945c2fc7dcdaa0db06d5963b74adba8f0464fcfe6b086d9d94ec,6671212458138583778,1303155624,accepted,0,,ff12b7eca1b18a9d11d65016c7b40124b5e5181e52eb170dc6780111177781d4,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,59910,3994,31948,1.0,11,22,583467453,true,true
17,b1441e67437604a5c9daabf8e4bc4eb31ea5bc8539aa1a85852f8b1d1c0fe6f6,11890758948029875377,824652090,accepted,0,,77d4f1852fde5cb3e0edb1e3caedffa90982d85da4c1408345c900f11a2fb1d9,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,63904,3994,31948,1.0,11,22,583467453,true,true
18,d9376ea441874ea006ad5dd0dd6172acd5ffa2f0bcfda9928931a81d39e9fc00,11551318810253211609,1695237726,accepted,0,,d6048377e3bec2d596bf051767439701fc8f1864a18365d82a2461b81b931229,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,67898,3994,31948,1.0,11,22,583467453,true,true
19,44a75eb5210751fc8eacdb82a311737c47b760289003cc15511ea257be4bf9f8,18181321012029597508,771798411,accepted,0,,746ad2e12d6364fddb2c6be463ec20a264889ac465605eb72f71b14efa5a067f,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,71892,3994,31948,1.0,11,22,583467453,true,true
20,91be291e4d8bb3ab3bd1c577b2ea1992e2aa459c9ad5acaf0c00005a1fe2ee68,12372385764651679377,1972426029,accepted,0,,c26091f6ebc52a3166df27b63652cf0cd621a98185240add29f6e0f057a49462,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,75886,3994,31948,1.0,11,22,583467453,true,true
21,d272b4e09e2228dc279d9ba486fc6f8b5043ea5b8ae948b3713895d56dc87529,15863967753182671570,419739667,accepted,0,,4a88dd27e1baf6fc050574dc47e4a9cbbf10339b5f6ecdca061bd49cebc4b628,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,79880,3994,31948,1.0,11,22,583467453,true,true
22,461cfa9d3015190884b8e92b670c58549c28726b2375ffd8c387cba12c184b59,583520925274217542,774653607,accepted,0,,a90386210368a43d09f90225f9f37b35bd7764af4551ba03641535bbb01aa7ce,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,83874,3994,31948,1.0,11,22,583467453,true,true
23,5c84f65be20c182bb7580c8c6a2c3b0520bc14be3d1ad6d4fe4034b81355e375,3105246109416981596,841391649,accepted,0,,8d8eb34921a36a60ab70bd9326880715327f9e99320d6868f4c375e4c83bb518,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,87868,3994,31948,1.0,11,22,583467453,true,true
24,d0f46ab2b808d08912e98ce64dba57742f669c6b46470adab7d93d469577eebc,9930446767712302288,1175127619,accepted,0,,1fa867cc2069af03a31f77da92533eb57d006625cdaf1e842d7c59b116bad658,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,91862,3994,31948,1.0,11,22,583467453,true,true
25,ab8d4aa9e55c4382930ebafc6e572a1373a411201d009fa92ad5079b97d2244e,9386448189827747243,768690040,accepted,0,,e65344c398b04e493f1aa6f496b0095f3781650ad56104a74b0a5293117e27ca,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,95856,3994,31948,1.0,11,22,583467453,true,true
26,a9e5123c80c9146f122ce3b976f81e76784298a340c9bc925f002114af2d151d,8004243990345082281,440170667,accepted,0,,5a05111bf16ed5e613cf7ca384037f511cff40a55e036df82f940d63e024e9d9,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,99850,3994,31948,1.0,11,22,583467453,true,true
27,917a40de14e0db574004d7454dd13fbe24a2f8acfa8039b2a9dffd3dc6869efb,6330900081432099473,234371772,accepted,0,,0dcc436279e3be816815ea9049f2fa034a5a997c159ee04dbf7bc6b1a78fd98e,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,103844,3994,31948,1.0,11,22,583467453,true,true
28,ff742d5d8440f81a7148adcdcf05f81de3a1f6fba548d27e039f7afa967578b8,1943374176453489919,320730632,accepted,0,,ed58b258a65b0422d595f5bd2d0aecad13490d631e271adab448b34ca7b0e73b,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,107838,3994,31948,1.0,11,22,583467453,true,true
29,338b0ccd943e38a640c003ebfd480f02d03d2fc06ec4ea767c7265a818bc7d03,11977392017808067379,427624543,accepted,0,,22981ef0b3fb91900d364f04b301875c4bf9bd557688af002c9c0b1ec21636bc,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,111832,3994,31948,1.0,11,22,583467453,true,true
30,a30123cb8ca760eab6c8d843ab24d5d80cbc7f5531b02e50f563c5a99d6e15a0,16888682825784689059,535056576,accepted,0,,25844dc4afd71596af39d8127d15de1b1db3b5abdcb6dd730350e47baf0d81eb,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,115826,3994,31948,1.0,11,22,583467453,true,true
31,00b9894e71aa91d38d3096d349b49fa738ba906ec6cbc064a2d388c5695e0fb4,15245153617251514624,1974275557,accepted,0,,d51a2478b3f5ad032064151768b7b6f83a8cd3f003e12f6920592810a8480e8d,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,119820,3994,31948,1.0,11,22,583467453,true,true
32,255feb8d7758479c58460f7d70a47d8811701f0bb2834bf0e57bc722013983a5,11261066663768579877,1182404630,accepted,0,,16dc40987cdf8a93255aaf6e90e505742ae424d56c99a4ef48b7884bcb9e1b8e,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,123814,3994,31948,1.0,11,22,583467453,true,true
33,e0ac9a5557ae0d480b1c8c38890a673750f5ae5f3af1eb1b29d873c14ff1fa71,5191997635549637856,1706428815,accepted,0,,d5833691051ca41bdd9968fb23fd1066d7c746ab824c013d8fe1575215297035,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,127808,3994,31948,1.0,11,22,583467453,true,true
34,192124870b21aa7106d5a5137103c76c018f26d7bedadb372cb5039b7b34a33e,8190395205722317081,1786274609,accepted,0,,43a9c41e702d95f76941074b6ad95ca0e603597c19a4c6bbca5d30677ac53657,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,131802,3994,31948,1.0,11,22,583467453,true,true
35,f8d02065a2823bacde88a70b3a5f157747c52ea4d358ad614cbb33747dda7428,12410656832142495992,1033360959,accepted,0,,f1074ee9928b91bc34e1db33de802b60d6ecace889465975e8fc57afe26e0ffb,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,135796,3994,31948,1.0,11,22,583467453,true,true
36,88623b254932a3e302b83dc622155b475a80f12165364b9e19875285a76fe76d,16403009557552128648,1820444445,accepted,0,,cbd6bb1afd22f4da4769a7dc3503d094750c188865930b12ee064c8fe89ac5e4,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,139790,3994,31948,1.0,11,22,583467453,true,true
37,87d5ef53a75ec57aacd6d7b4423a733b187fd54ea0403b8c571bfb0d71c21dd7,8846581115799983495,1232769751,accepted,0,,b3e8884ba6949cd7fb0f9f4e0b6568de8c62b66a4d4497fa864da250186b7bfe,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,143784,3994,31948,1.0,11,22,583467453,true,true
38,fa3393232577d52293e8d1e72e5d5c70b101ca01be83b353e37801a2ed3982a0,2510043368723264506,1765679684,accepted,0,,442e90a82340e8c091de09e8c49b13af8d61b42726dd33c2ad08ad1723827df5,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,147778,3994,31948,1.0,11,22,583467453,true,true
39,659a809333a515abe690f0f245660e65671954918402183176ec0822a5b2010f,12327941195933194853,1772872910,accepted,0,,114ef1e1a45b0fe0748cc8a0a78fb70d6a480d9d3c3df38111d3e087df25ccc7,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,151772,3994,31948,1.0,11,22,583467453,true,true
40,551ba27717ef15baf57e457ce4cebb4cadc4a7edddd52221f86163e999826b06,13408886349635918677,1808660870,accepted,0,,4d6a5f4d8b3d155dfcf83e5a1404f90e3a7e485f31efebb0883c7e3bdb8fdc04,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,155766,3994,31948,1.0,11,22,583467453,true,true
41,8fca24ada15b12861c4241e80e2832726424c939b96432cb8fd02a38c89db2f3,9660884900615867023,961118676,accepted,0,,bc16f22a470c300b71acbed5825f3315dcc99911eb80fb427a61ebe9b2df248c,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,159760,3994,31948,1.0,11,22,583467453,true,true
42,126643af32da4f5c23541389aaaa2a62af82ee34f7dbeaa4930fbfe11ea810b9,6651775085873161746,1742936696,accepted,0,,d506de190a3f11f3835fe1f103064de7b0a1a420aad047377d72e025ae6841a1,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,163754,3994,31948,1.0,11,22,583467453,true,true
43,c576af649eef0b47b02b6b04cff49af20a1c516ade544393aab6a01ca937e007,5119448865009792709,1925666306,accepted,0,,329382ba904e5ddd64677060f816894acb2987916110c335329052fdbfd3dad6,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,167748,3994,31948,1.0,11,22,583467453,true,true
44,21b95eb0a0010573093e3dd88237d19c142c8f3d1a8c054bb8ebf968a37d5748,8288032478910658849,375962724,accepted,0,,c89d6360bd74760ee1e7c841c8e0b67f4490b3cf1a87359997994dc9d53ba2ab,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,171742,3994,31948,1.0,11,22,583467453,true,true
45,a9f59ca13a3e184ab2d691a2a995ae46c8b9173151fd0ea2603d192be8733a5a,5339085779788166569,902656543,accepted,0,,4831421eddfc88b13964cc3bdea1f447d28e06924a6fd5139a4627e3f29d85a8,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,175736,3994,31948,1.0,11,22,583467453,true,true
46,2f42211c7347ee117c0faa0bfee5626ef9da4caeb577aed92e09c89db6fe5e83,1292048702820663855,1073598741,accepted,0,,59daf4deed9beafa6e016891a698b830f126c2489daae57536bfd9da8fa9b80b,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,179730,3994,31948,1.0,11,22,583467453,true,true
47,cc09da84679328be00a225dfed2577f698d3228bdbf9d20923fbdb3611138ac8,13702363939094530508,19607710,accepted,0,,c154d01a8eac8f407c46a8e637b110209ffdfb860b0a33e058c4417f4581b298,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,183724,3994,31948,1.0,11,22,583467453,true,true
48,a3002176f37b53b0413bc3f54c6386ed3b6654c16843187824ea639e7bcf0023,12705635259331444899,1455945868,accepted,0,,8a2af1ff8949aafb96f4462f016b632340578b8eb9904d6ac776717a606eb289,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,187718,3994,31948,1.0,11,22,583467453,true,true
49,c39b99e5ef76d9c2a692bc988721fa9c8fdf15508650a6560fd29c72051e415e,14040384086025542595,1800178085,accepted,0,,ed42d035f3f6529fd74e4d75acd4614f2b1360b2ae2f6d3c423e96d7b3236838,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,191712,3994,31948,1.0,11,22,583467453,true,true
50,0be4d5328c677d0a38d35210a6d3ac7a516f67e6a3a88918dbbade0a476bb51f,755874164314072075,1204859683,accepted,0,,1d76e72cfb3a8afbcbf6651881e2ec6703f71d3583363c8407cca5c47b63e4db,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,195706,3994,31948,1.0,11,22,583467453,true,true
51,b8839da4b1c4913d405f848b858025d8ff9a209c96a59032525acff69124d21c,4436543375186691000,532745500,accepted,0,,478290608086b6274c5676fb5c2949c061f6c693670cf9e7ff8305396889e027,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,199700,3994,31948,1.0,11,22,583467453,true,true
52,8453287debf9d26704e3b4564248e0b5e66902f2f1be3070f80de804340af1dc,7481316720828240772,1288587100,accepted,0,,a9544727a1dc2db4825b4d4bbe164b47992b234b6238143d3d3262e5b190a13c,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,203694,3994,31948,1.0,11,22,583467453,true,true
53,727700fb07ecede13e27530488a3040e0d64546cc7d21c75aa1a04fe37136997,16279927747034249074,1054625669,accepted,0,,35b589af6a537e98cb48e0dd6eb587233511c30690ba41a6ce6e1a188fe4db03,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,207688,3994,31948,1.0,11,22,583467453,true,true
54,04f178e58d5564321ba2442d27a6ee7312cf6d6dc6840ca81a20c77933387a60,3631121267496120580,1245813792,accepted,0,,335ea94802a3ca071ac4e9f1ed9bd6051c5309bc07199e093f9514b5d6442802,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,211682,3994,31948,1.0,11,22,583467453,true,true
55,fdc8699c4e9d82bf42013fda2c1790ab0a8cf44b733a34aededcac5a6c389d4f,13799765169173809405,460260253,accepted,0,,294ffca4b8d0e4a12e11065f50f635fb8508ea7c0858c61b15aae968f693a7ba,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,215676,3994,31948,1.0,11,22,583467453,true,true
56,71ce5e1e275d4332df247dc64b41d68049ea6199039758d7589bf1a21e8a8e93,3621840947930648177,48597184,accepted,0,,6b128e8172aac43fb29e86a332bb08893298536bacffc378085bd3638673dc05,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,219670,3994,31948,1.0,11,22,583467453,true,true
57,820826d55213569e25b91383f8b3a45c1e1512530b82d808305daaf13d841765,11409327952474015874,298987306,accepted,0,,0c2cd769a31f21dd7ddba420a2ebaa2237ed490557af984ff95c7787edc26d62,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,223664,3994,31948,1.0,11,22,583467453,true,true
58,90e9aa72f87cd2017017d2267b4c09dd9c5cc2de789215c399323d51d41675c1,131304745664702864,1984947072,accepted,0,,0386596eaf79d169a830e1960fbf74922d06075d282f4ea87fe10ba5e8c7819b,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,227658,3994,31948,1.0,11,22,583467453,true,true
59,b03905ac3bf69aab6118111f5f1d9b84731f95e00f00e07a1539706bd9404911,12365466463048645040,54208042,accepted,0,,4c6421f38129c85c3eb56c9e33b64608b93475c9185befeb7c09ea46157859d6,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,231652,3994,31948,1.0,11,22,583467453,true,true
60,05d955296f73518afb87ebaa0a4a41c8fa5524fed231abf77890ad908361126a,9966874371619674373,1039712229,accepted,0,,f80a073984eb4c814d69765acdd2f58131992c0383740efb42dd5e011179ebc0,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,235646,3994,31948,1.0,11,22,583467453,true,true
61,ce28b3d92abc3ea77e03e4d4553af24bb19707bb12459b049a96fd2f4975be16,12051276545117071566,674275622,accepted,0,,780f7018e5a7f162d8c830f4cd07d82965369a6ce804e0bf0ea4b52adfd51162,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,239640,3994,31948,1.0,11,22,583467453,true,true
62,67060b296c40d090face20379b97ef422d6f9ff1c24c64a378d5bd70ea0f033e,10434911169906673255,1252755265,accepted,0,,2b01977164e8dd700849542ed4ffca58d06045ae88592ab8da9090fb6beefcac,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,243634,3994,31948,1.0,11,22,583467453,true,true
63,6e4b38a47c7a9cc495c3e4c2c279986a7f94de6ffa8900873bcaafab0c6bf3ab,14167333203550423918,762396778,accepted,0,,52a7fa15770d5e516904db2c09abf367d38ca6539558260370ba6e7ec3c27b90,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,247628,3994,31948,1.0,11,22,583467453,true,true
64,7682a672fb84b173a0c68e5d2cfae6d5d92db9b1c1355ce3f0a94e6114ad1a1c,8336590600734671478,1510575214,accepted,0,,6da108ab80ff301095a05fcdeb6313486334881d5fa0d5ba0d1d3843dea98268,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,251622,3994,31948,1.0,11,22,583467453,true,true
65,0bd28b6cc4e98588ad07aec714e4f26741da5537dfac132feb328bfbe98b90c7,9837525990904680971,2107090325,accepted,0,,5a4fe625abbf9bad507c16a4ca8d357db18e63be3cc35c0ad63ebc6f82f31e75,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,255616,3994,31948,1.0,11,22,583467453,true,true
66,08ec6b0cbb2098d7f372d62263cc60a3316549b3ebb894ade21c797816480f83,15535202902353898504,1000091009,accepted,0,,109f8b26ac7215413159b2d3179b997e76792cfdd1b83241eab097335543a7ff,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,259610,3994,31948,1.0,11,22,583467453,true,true
67,09348dbc21b70348d4edde79ea3160b05847b7459d10de645b57e2204f975c69,5189192551186117641,1284809293,accepted,0,,21ddd1ba274593ec57ceb79c334bbefd2a86faed54e654c7ef51243a61ae5c20,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,263604,3994,31948,1.0,11,22,583467453,true,true
68,fab6b9236cf8725433c59b4022edceb4d361594c53795c7156451b4ffc4941fb,6085199189870491386,1285531603,accepted,0,,54bfd89d720fc6fa2ecf3152c4aa432294333fc68b55769516f23a59e49cf5e5,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,267598,3994,31948,1.0,11,22,583467453,true,true
69,6ea7a311b592364a1c28bd27875b81204058800980744dbaae999e33394bade6,5347622913931716462,638635225,accepted,0,,87d3df888e6ed8978e466282721154a688922f9a7e5388b2cf06f2f6cff2ceaf,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,271592,3994,31948,1.0,11,22,583467453,true,true
70,6fac3a289a3fdd6eaab860fd2a285d318111f97d24fb3e74af76fe412f7acda9,7988611245357575279,99953573,accepted,0,,429d3ebc4a94b5866c170deb5cb032deaff6a182028f0787d11fb3c8362c963c,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,275586,3994,31948,1.0,11,22,583467453,true,true
71,0f5af83ad64fb40039d34d6c88ac8d045687e484520060176b9e8d3ebec23090,50753277338868239,1012988347,accepted,0,,18fcde2386e5e27ad356ad73f7debe8cdca36186c131b44e7e971168f10d2a61,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,279580,3994,31948,1.0,11,22,583467453,true,true
72,8e073136e5a0c31510db24c33018815907f0e1280b91036e3a98c947bb1c32fb,1568274001572202382,1639467352,accepted,0,,830dfd3c223193c8482fa721e4342dd981aff2d15055cfc06cc04931ab39952e,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,283574,3994,31948,1.0,11,22,583467453,true,true
73,1f683d5d848d8449c197e5b516a4a7e93e3149fb9eae2169cd4a46ba6ece37bb,5297514661334050847,1883669288,accepted,0,,6534191f20a20e240e5b804d4830b7f78761bf780fba185411996d0d683dc3c4,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,287568,3994,31948,1.0,11,22,583467453,true,true
74,8c7cc390dbbf52e1aa59aba234191c0f83394f24a9bf6e42842a17d0f981281a,16236250556371532940,1399389254,accepted,0,,a7f3eb2625bbadc4bc01bbf1698913168b097fe6db02585d92d9e1a6689e3285,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,291562,3994,31948,1.0,11,22,583467453,true,true
75,f64f181ac396f714f1334ab9dc86077880e0631cc65cfcdfa905841c71b24da8,1510841964706680822,1141341564,accepted,0,,c535ea0879eea7245f8930cf2392f3d56bb0fb57a9549b8fdc9904162eb85916,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,295556,3994,31948,1.0,11,22,583467453,true,true
76,fc1ac07fd5e095e9c259a013cc92fb7ca1066ff4809d013f031f3ec627f8eab8,16831606389943048956,1391189162,accepted,0,,c3bb15c3fbeebc6a10aa84fe56d168602294ba58f3761ca572b2a6271037fea7,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,299550,3994,31948,1.0,11,22,583467453,true,true
77,d0e516f92edae260c77c3a455abb76976010b2eb2ecf20cc2e8b8b5649c49636,6981382267660068304,987535919,accepted,0,,7ceeb40f781b47b3390fd9448adde70033de420799d2ddfd7e0b9faca1a3319e,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,303544,3994,31948,1.0,11,22,583467453,true,true
78,2286e4358c1bf4c9772c4ab0b617a0a81298fd8c942a11416c77eae8bafe4dbd,14552286584954455586,1238154557,accepted,0,,d33780e02551fa0d0105b54bb9535fb90915d050028a71a09fd9634d6863f728,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,307538,3994,31948,1.0,11,22,583467453,true,true
79,11c9580ee6c0e67e5158e5771d05765d32da53f49ac631a9f60491b0fdcfd003,9144208187738081553,203836127,accepted,0,,6bba6f2f41565683a94fbed37e45d2e2bb0f9a6217d498ffba4232c38c3b5595,f27176f8ff0951e6be092edac769bc4824b505b0ecb41e8562b765f334b60bbb,311532,3994,31948,1.0,11,22,583467453,true,true
