sampler,metric,benchmark,mean,std,split_r_hat,ess_pooled,benchmark_percentile,converged
wilson,cut_fraction,0.016021523253880687,0.010333083948508525,0.0028704166221213776,1.000342179723332,5273.95370701856,0.9583333333333334,True
wilson,weighted_boundary_cut,243087025.0,193294034.33083335,61926557.27243814,1.0000747986121115,5564.387943813012,0.8115,True
kruskal,cut_fraction,0.016021523253880687,0.007782696754904464,0.0018166559172503865,0.9997666368419063,5254.578850003475,0.9998333333333334,True
kruskal,weighted_boundary_cut,243087025.0,152599928.12383333,39276679.838533595,1.0001573033127709,5497.655335295965,0.9673333333333334,True
