diagnostic_index,seed_digest_sha256,seed_u64_little_endian,engine_seed,status,exit_code,failure,discovery_sha256,assignment_sha256,assignment_offset,assignment_bytes,matched_units,matched_unit_rate,max_population_deviation_scaled,total_population_deviation_scaled,weighted_boundary_cut,population_tolerance_pass,benchmark_assignment_reproduction
11,0b87daa3bcac1522cf763ea98514201f067e02ea45ded4d6d34bcc8719af1205,2456059098003310347,1745215620,accepted,0,,8e4e1134816bc7923fb7afa1222a6eac593c78d0c5bdce429b21dabef4270934,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,290900,29090,232717,1.0,364,728,3195885625,true,true
12,1067aad76c72d05ef84d39ab7fb8a4207af2914f0bae655c5d483ccee43b05a8,6832086446521345808,357256171,accepted,0,,f08af9517426e562245db0d3ffb1906003303f39e62b6dbfd8689dea7d8c0be1,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,319990,29090,232717,1.0,364,728,3195885625,true,true
13,53f9d2b827120feb7e4db884a5898a79e6a3ab57238f64d72a5add2da603f627,16937776685377583443,250682790,accepted,0,,ba9fddbf8fef4573b1d391b8ec38c29b3cf7fbb712591dc190b77cf97e5ac24e,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,349080,29090,232717,1.0,364,728,3195885625,true,true
14,e9287f3cbbaf1b7121ab33d8bcbf397f8c67d18e6a62fabe6bee929c3927171b,8150301169365756137,515278945,accepted,0,,0c3ed6a932d27e5cda7f8bc1ae60a972c40238ad19c66b76122fe88861ae43cf,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,378170,29090,232717,1.0,364,728,3195885625,true,true
15,44d4dded5d14f5abe236796bbdc6e757e31af03afe66805c6c3968f1ebf02cc9,12390832343435039812,1170734338,accepted,0,,8f9b2b93ca71c0bfc8ffe0c489c6e8398716c92adc4b6ff3ea3118ab2a40eb3b,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,407260,29090,232717,1.0,364,728,3195885625,true,true
16,d75a5da338ccae5d3f7bd1f25bc51374b824454a84c2ee6fd36e5786293c0ee7,6750557435105991383,1589310281,accepted,0,,f10f49db88124ed922418dc217b7c92239bbb7d784e57446b5b0a10f5b12fcb3,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,436350,29090,232717,1.0,364,728,3195885625,true,true
17,28e5b77b637c71384505ba25e8b690fb2d9944416901a4773026f0dd0c8d0e81,4067168705211524392,1822088687,accepted,0,,c41054719e09f2e121cc596c867256ae93579a95940a21fbbeca32f87d403f59,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,465440,29090,232717,1.0,364,728,3195885625,true,true
18,acebd4137364f60010747f22eba6e056ade165437a9b2fafc45907f22463bcdb,69353289687559084,365016210,accepted,0,,c753de0c05ae3b6384024d1a7bfcd6b6a771992327f6b0def4290e19720654d8,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,494530,29090,232717,1.0,364,728,3195885625,true,true
19,c0b7c93812e5490701532226619c889134bc075dd759959636f392fd30e1225f,525202697990289344,1197310436,accepted,0,,9c768b28bc47013c55af17ef63cc2835ab1aeb6cd814d1a70525b8420807e4af,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,523620,29090,232717,1.0,364,728,3195885625,true,true
20,0f3d497bdc67002edef1d156153551797596aa7bc0727a0230bb382ee8f2882e,3314763522403548431,1464470728,accepted,0,,ed797c0462a58c456307d59460a4b185c3008f24af0562ff2bb34236896ee85f,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,552710,29090,232717,1.0,364,728,3195885625,true,true
21,687bf347326fcc2fceeb55301133db8db256f5171689a82a8e99c92cf307426e,3444250076777773928,663509453,accepted,0,,539d5fac06ccb14af1dc0ecaee904fbafac248a423a087bd82b5c4faedd1468c,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,581800,29090,232717,1.0,364,728,3195885625,true,true
22,00088f2938785b7ab816d326c402ee8c88acc8cdc769edcd4e74b0fd5cb7b1ca,8816772878118619136,507902066,accepted,0,,b9e0ed8b8c4822172720b2f3196a2e7c38de650b16d7989d35dcae1666535f94,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,610890,29090,232717,1.0,364,728,3195885625,true,true
23,54a178b08c6d46b52dd72855846e455f87d12f281a216eca0301b66d196c791a,13062248220258246996,453344368,accepted,0,,c432822469fe74bd3fcf8ea5306238f026799e22fb5203b87eeaf8c5b3daa871,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,639980,29090,232717,1.0,364,728,3195885625,true,true
24,df7d4e3917e2bb62e1056d943d36b7ca0673bb467bdea9fd883c1827fa862ca6,7114528625735400927,2126922254,accepted,0,,fd44b66f5361dafcf8f41c2fb2877be640c5b58dc382dc901d2e783a280cc2fe,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,669070,29090,232717,1.0,364,728,3195885625,true,true
25,9d1bcefa134c917c8a7d2279cf7585fa56080217d6439c893bd8da6367311788,8976039181022010269,1945154502,accepted,0,,681bff6c076fea77bb035e22f85a40d56c6e4992356735026ace15a6ffac1678,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,698160,29090,232717,1.0,364,728,3195885625,true,true
26,13a3e4e9f8e9e6eb75fbbe7646f7ec9aa6b11c7883514e0e56ee59e12e216a3c,16998531098841752339,1102214920,accepted,0,,1a337ca8ea96ee8983c31e42f4dd8e020e3d1bd045e898076c1a3532d9c44a06,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,727250,29090,232717,1.0,364,728,3195885625,true,true
27,018b09041cf6ae89d642ae2b7d5cfb5142129b269e04b877f1fbd78e91f0b954,9921137629331032833,392656699,accepted,0,,f57fa90e50abad6265c423e9aace6e6e76c5c44c6242e4cd37e91caced21e643,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,756340,29090,232717,1.0,364,728,3195885625,true,true
28,6ee126fabedfdde367a6235e19a71cf9f2c331b123e93dae948b031e889435da,16419525827796328814,1105371375,accepted,0,,245a5d22767004374f86bd37de701d55042ca9858e4e2942e36bac9b048a718a,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,785430,29090,232717,1.0,364,728,3195885625,true,true
29,4bd8a55c79bc03aaa25e31a3d2ac4123117e4f9a2136204b873ab78a51f5f8fc,12250842640809318475,816664896,accepted,0,,1ac6db93b125f1a4e8d95f3f604ef582e108e4383d5e5b89d0427a82b7599242,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,814520,29090,232717,1.0,364,728,3195885625,true,true
30,4c3b559c49e2d78d4ef9edf8af659289e863ff8978b14d27164490a9f910ae47,10220886685123951436,939851745,accepted,0,,026f6020e18a3410ecf1b3e7cb4a8f56d6d8fc57f520b3b191265bb34f9e7810,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,843610,29090,232717,1.0,364,728,3195885625,true,true
31,6724ecd0ea135897f175314594c58dc5c42cf0299a3df1feefca835a7cb33789,10905488396926067815,2140949566,accepted,0,,11adea2b51d8564a36ba173b07d08fa0f3d09912fbc185e10bb76f485e616ff3,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,872700,29090,232717,1.0,364,728,3195885625,true,true
32,a676c2ba03f17c9b221dd5010d7d96c31ec6b4c9c473b6780fb7d239d875fa93,11204094971311453862,1908168879,accepted,0,,63b1be8b0f2219b7defbfba51c5b0bd8fc1087319963a6c91c85bab7e8540553,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,901790,29090,232717,1.0,364,728,3195885625,true,true
33,ec36731ae1f5b575d34b640c3035e647a506a985125c8405245af271c0789fd9,8481955820382402284,98509488,accepted,0,,0483593cbf86f723a9001e352029af004485a36cf50ae66b007de277361d9871,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,930880,29090,232717,1.0,364,728,3195885625,true,true
34,be61b9e556f85c2cada5716f364c07f2b8ec598089c581daa19a9687d88718ab,3196702887631217086,1047745132,accepted,0,,424d78e17122d2e234bb7c3f7c7ac104a6f963364b99ef2d3f350a0db05f2ef4,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,959970,29090,232717,1.0,364,728,3195885625,true,true
35,6835aede364533db0f0591c2cf60e40df3c53d6b4783d804b6bf9f6fc419ce89,15795044420084970856,353681369,accepted,0,,2595e41852fe13cacce863f0db47c7b7c9b44947ac8bcff70b5cbc856278d85b,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,989060,29090,232717,1.0,364,728,3195885625,true,true
36,dad9463d3ef619a2ed9051e0bcd2e4ff3707ebd0836852921c9517feeb220cea,11680637855738550746,24823385,accepted,0,,90b17b3db5c35b0424c97e5541546c23af64d03f980e3808f809a71b71ee16ad,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1018150,29090,232717,1.0,364,728,3195885625,true,true
37,d57e9dcb709e6c4e8c8bbe51c36e4178838b1bcec27454e0bbca5b4267f60af5,5651065839732752085,1752611767,accepted,0,,d3809667b7442ae8646c78df99532264080c9bddb1cb89a3bc9162522a0af634,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1047240,29090,232717,1.0,364,728,3195885625,true,true
38,d055f24725cd2f6a41d214a4fc678599e2e0e83900e1948f60f0ee69d5d7aadd,7651559851930310096,475131932,accepted,0,,d0c3f826dbcffb9400723c7f4bc89545cfdea33f07a5eb4eb2bb559dcca65746,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1076330,29090,232717,1.0,364,728,3195885625,true,true
39,9e865321b0853770f5a817b866119efc507654151c3f5c4f32aaf5bb364d64a1,8086078647486875294,29528576,accepted,0,,cccb84c8724af7590015d96396b20343fc4116476c635ded3a3fdcf181be4a1e,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1105420,29090,232717,1.0,364,728,3195885625,true,true
40,d5ee2dd3fefb787abd3ab664ac5b763504211d709e3a6b3016c66b287766411c,8825080541715754709,1210050260,accepted,0,,8a101b4d5266432934aa3030b7cdb81ea8c88c3069f8337c24514f2bd67ab3a7,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1134510,29090,232717,1.0,364,728,3195885625,true,true
41,d86de25e1309833e529ea03571c6cc7845f93f1b830cffc19384d7050a0919ba,4504454031101554136,1541963775,accepted,0,,9df31dce8b1d95412348a229d49f034a50fd8ca067acdd7031841451c7b858b7,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1163600,29090,232717,1.0,364,728,3195885625,true,true
42,a8776c01f5274bb61a6ba6e7dcc02c5a5c20db322f0b7b917bc0789b742a9cf8,13135636671400540072,1845675924,accepted,0,,8df0244a42e7f973265914bc978f21edaff04a84763569b1930096ce4d0bd90f,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1192690,29090,232717,1.0,364,728,3195885625,true,true
43,75e19561493d5bbb5690d6b49dd7971c2f7e7aa0dafab21ec00c184cf8f23ab0,13500451693352313205,1481399306,accepted,0,,d5fccc63c544a682a38871b881ee7e813644f2543bb8d1ff2ebf3672742f949d,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1221780,29090,232717,1.0,364,728,3195885625,true,true
44,0b86aa052b1aa7a1d7c205fb289a7d76819b3484c045ab83cd7ad067133bfee5,11648307733298054667,1224260195,accepted,0,,4ef3681166f49c240a55713faa7ad10f09b5555dde43b232cc7f5e0a06aeb2ba,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1250870,29090,232717,1.0,364,728,3195885625,true,true
45,1f24a99abead7ee33acccf0ebcd5fa281656ba324771661da4e782ad70f5e66c,16392730727825351711,1638301599,accepted,0,,225c86ddf424585ea60fbd8b80a59d9ba77b2596b705c274fae2905da1bfcd25,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1279960,29090,232717,1.0,364,728,3195885625,true,true
46,b236ac4a0e8114c04415c165ea0924ac2c5bd1590ad46d8e47c936fa07421f06,13840829453198702258,1255487697,accepted,0,,05c6c42e078833c0129a5bfbb216e37623b483882a27a38af1dc94faa8f4739f,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1309050,29090,232717,1.0,364,728,3195885625,true,true
47,177635d055029d439bd7de81da3ca079ac96e4f80ff6f5a8fae404c450dc6476,4872052939473384983,1466923715,accepted,0,,71aab2250973bae6be72275a7a881144d9d9fc4c729848ebf28e4649b30c1626,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1338140,29090,232717,1.0,364,728,3195885625,true,true
48,81ef94cc433dd378812468220237769975a9808a24dea2d1f3f1be60ac8f02c6,8706369866041716609,1044081162,accepted,0,,8b5bd6ec4c6fdf5bb280ce5e3ebe3b3836766d870e7f5fed55aa314c3b7c667f,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1367230,29090,232717,1.0,364,728,3195885625,true,true
49,fa620cc194d3489345293c58082d80afcbf141b91bbc180938d4a5819c83fc70,10612965157746008826,1738410533,accepted,0,,6e898cd22d51acb6a40024d28cedc10a69d5c6604307c7883feeca64b4071730,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1396320,29090,232717,1.0,364,728,3195885625,true,true
50,4ff69a07009b33c7179d4e8eb793649fb81df0f928bc016ba9425e27fc767f13,14353986861789804111,369241170,accepted,0,,b245a505eb09f08dd4738d36af9d414d853e6bc0a8ace625bfd632fdc05c39d1,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1425410,29090,232717,1.0,364,728,3195885625,true,true
51,c2ed7c619ef1e7965171739bb6c1b911ec687e5cd8b53f43b3004e11b90ac6d2,10873925487852056002,256692481,accepted,0,,6cc7cc8e887fa3e7e91f29a68c751ece75359c781953c72e6be40b7bad9f8b62,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1454500,29090,232717,1.0,364,728,3195885625,true,true
52,7f71d1e68b8ef6e185f5f4070bad31399d2b98b03b32f412e6e4a1369dc4f148,16282358234328691071,717131418,accepted,0,,0151a3d84956344e62280922300d887e3d6a59c0161047ebe72ac5cefceb394b,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1483590,29090,232717,1.0,364,728,3195885625,true,true
53,7f7ce0f0ca2092f05ae51b707bb89a759b43926528190496f35c5adfc9bc593a,17334953971699186815,1376042520,accepted,0,,a7d59ccdaeb3a5b5c5f60ec590d706653118b9eb73480adba2f8e423e1de748f,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1512680,29090,232717,1.0,364,728,3195885625,true,true
54,b5dc01dfcfdfd584315e223c1ace1cff1303be2fcb1114e43435694bef756d1e,9571802666938522805,1756208214,accepted,0,,b2102166187366143dc01bd80a3ac7d222ab2191b9599c257daab80328f7effe,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1541770,29090,232717,1.0,364,728,3195885625,true,true
55,f664788e00ed27979da1f9a4116d021785d8dae3f84233ba7cbbe9dff73c12c6,10891934810464871670,1019756281,accepted,0,,5b00fdbe2adf7e66b6e110831938a31b46260578ae45782d60d72094a4320e28,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1570860,29090,232717,1.0,364,728,3195885625,true,true
56,c13f134cdca60a936440ab5bf3d8547d4f3697dae051972ddae994532a598423,10595464538441859009,1915260283,accepted,0,,f262a894757afbc16cf43785721e99bf13930b5e0a41b23d5be1111a27658a0d,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1599950,29090,232717,1.0,364,728,3195885625,true,true
57,c074e306b8509139c4f2c75c4053a7d16890961738ca03af09db31bacc4f438a,4148185483104711872,2047219248,accepted,0,,b5d28cef1cad960cb94a6363befa9783dc0a24d2420832d84b451b0d9dc25a78,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1629040,29090,232717,1.0,364,728,3195885625,true,true
58,9fa1efbb9d873c439b322ef60da215e6c62c61ba5e81219d95dfc8bc350c0032,4844896410676470175,1114157275,accepted,0,,67c7a3d1a661240cea89da4093c91d754a2a2c0393afddb668616625983eecd0,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1658130,29090,232717,1.0,364,728,3195885625,true,true
59,0714c7762b9a1ab210d8531dfaa403e6ee5b741600c3cd2f152e44b9b602bfed,12833739599612679175,1526483040,accepted,0,,db9656efb37f523cd36b0da9ccbddff679eb6fa69f2f2acaae96c6caa78a17e9,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1687220,29090,232717,1.0,364,728,3195885625,true,true
60,67a3225e6537f59aa08b62bfcdf236a67a5b18ac6fe04ca9d874f0cd9f3e1a59,11165891759645565799,336400948,accepted,0,,7903482210dfd04d6a75ed7dcdb2afdc4e297beed2607571b7f4afbebf8a326d,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1716310,29090,232717,1.0,364,728,3195885625,true,true
61,a3b48aba4a4e335f6f2dfbdc4324bfbf80f24019c50173b65035bd48d2902a62,6859912740279596195,2029080889,accepted,0,,d2c4c7bbc39866218a6f07de0b802c36141d35dd3465d641dc78ef3f32f5bebb,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1745400,29090,232717,1.0,364,728,3195885625,true,true
62,f5d9f84cdd5dc83437a9fba99725fade09d1259858b936d6d0829e20c34413af,3803393090374916597,914986416,accepted,0,,c487d310261963b7b78e9a33dd79e3f505e313c572ee0b205649084beb99417e,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1774490,29090,232717,1.0,364,728,3195885625,true,true
63,7fdf0bb19f1a6e49b66c090108499ed5ec5e5e7d79c51306844b16bb97918a8b,5291195885379379071,1139283135,accepted,0,,5db7e6ff6b7244ead9124c3621d9480b506834be1dc9986fdfcf16c0cd9c45bd,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1803580,29090,232717,1.0,364,728,3195885625,true,true
64,ec203d83c71dcef0e256d18cfd2f33469deb33600be078b2858f43a5abfdcca8,17351839157042618604,1691966590,accepted,0,,52cdda4d9d834d03dabd757a815c88caaabf193f8b7429f1bddcc85a9935dcd5,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1832670,29090,232717,1.0,364,728,3195885625,true,true
65,34b6a334b1bcc852cf54b9ff42702b9e44840ef94f4745edbd439132a287914c,5965225175730599476,1513435031,accepted,0,,3f8b259cabbe5618013d9cd829fd0ebca60c1ea5a78e1b6fd7c43da83d780dd8,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1861760,29090,232717,1.0,364,728,3195885625,true,true
66,522ccf7923d5420f03972cbabcce219da61def7e268c03777d4dd770dcbbac1e,1099675607376014418,408213145,accepted,0,,9681e8d7685105e3cbedd26463d12bbbcf855ca5722d006f5d489958bdac155a,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1890850,29090,232717,1.0,364,728,3195885625,true,true
67,af932783f031c2cb33304bdf8c31d8e3e27ecf0cc84fe1b5f6264748913b0b94,14682352644243559343,447477651,accepted,0,,6bf7a7498eb71180a5169e47cceddf6e0a7f7bc1f166b7ac43865f129da563ca,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1919940,29090,232717,1.0,364,728,3195885625,true,true
68,8c3932dae7065a092f06e06e8a1a291c8dd92a8cda468c8515ff4d7191806ba4,673858687113247116,1827030875,accepted,0,,9c41375301fa9be5a189cdb264a69d27ba9a5f2600414a364da485309aaea10a,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1949030,29090,232717,1.0,364,728,3195885625,true,true
69,2ec105d43f281e42b2393e9f3618597f4194cdcfeeacbb71a26a95b5ab70a62f,4764289710409761070,1480724910,accepted,0,,d62b8e93c9c50fb6b65ff002fed199e97361f2fc2a70a42e1a2dc14599535ca8,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,1978120,29090,232717,1.0,364,728,3195885625,true,true
70,92e2a2c38cfa2c9542450b06a37e53bcb22c9f0a603b8730235ec21312389dcc,10749241893111128722,1845286829,accepted,0,,487f6221cf359694dbd54af7c3a10b692d09283fb65fe825b9be3b1f6e2e4bdf,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2007210,29090,232717,1.0,364,728,3195885625,true,true
71,fd85d2aa5d44aa43c39355e005758b85b4afdd252fc19fb02bca4d0922264816,4875784715670554109,841420473,accepted,0,,5b9dfc5c4d4f55d5e043883cd5d84155ce72634cf99a222e4a91d41623cfbb2c,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2036300,29090,232717,1.0,364,728,3195885625,true,true
72,845383ece8a8e711342074f5b1344e8f1211783b00317e58d8c5cffce5f3c767,1290185536618845060,273851734,accepted,0,,45e11aa4ac2c59c3ae3c3e2256c1bef61dd2cf61731d3f564d5b328158813b01,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2065390,29090,232717,1.0,364,728,3195885625,true,true
73,121e30c0ba0ee85445506f24bff5faea4a55c61a19ad3da01e86c9cfa0bb893f,6118156289033903634,1778400136,accepted,0,,38543b10acc6e76c4279e3207261855d19ccf4fdfbbbcd0ffb72e4d0313d6260,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2094480,29090,232717,1.0,364,728,3195885625,true,true
74,e9e99c65880828fe5872c1743c52aade60c1d6ce934ea42e802bccc428a3684e,18313897266615478761,1642920701,accepted,0,,ee71c6ba41346e1f0040401ad2b94da1f5f8c5876cc2b4fe7bd9ff840d96ffca,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2123570,29090,232717,1.0,364,728,3195885625,true,true
75,ca73dfe87e4568c04d49423d2ede82b85463857a69cfc6f485d6cb83b08e2630,13864407864235226058,1773141706,accepted,0,,918c8c1d7b747c57f37a7401cea29deb3ad2113f70d7bcfef6db95f00061f60d,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2152660,29090,232717,1.0,364,728,3195885625,true,true
76,e44f933c90b509eaf24b445a817f09a832a97d2d756fe363c9dac033c2b2cd50,16864209910761738212,279362312,accepted,0,,8d6f23eb1384a739bffa5ba881f655e89110eb4fd45861262588c2ef9e6972fb,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2181750,29090,232717,1.0,364,728,3195885625,true,true
