diagnostic_index,seed_digest_sha256,seed_u64_little_endian,engine_seed,status,exit_code,failure,discovery_sha256,assignment_sha256,assignment_offset,assignment_bytes,matched_units,matched_unit_rate,max_population_deviation_scaled,total_population_deviation_scaled,weighted_boundary_cut,population_tolerance_pass,benchmark_assignment_reproduction
77,3ffa6fea76499fd38a36740e6e45c2b35b03febd28b71f4b76f9cd19ee4f58a0,15248987638387964479,296652080,accepted,0,,f9474bcee947d1a54625614bc6f06b397f25ba78651c02b8831e355d54f33a65,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2210840,29090,232717,1.0,364,728,3195885625,true,true
78,13d4f6c9cf271e823c25aee7e5d5fca5d15a29375051c133fd48dae017e07d6d,9375975247632061459,1311974324,accepted,0,,977001149696cf4fbb1760ab49f909d0b706d6750cb3ae0cd83786695e905f6d,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2239930,29090,232717,1.0,364,728,3195885625,true,true
79,63dde5ef20a55a5749476f7dfbf7810e8f4627b63a1b7521767a09bb968f29e0,6294524990086045027,513484710,accepted,0,,0fbcc6c8d02f9c69bdd11a3b1e598757d85407471f3f0079835787f19a9d6edc,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2269020,29090,232717,1.0,364,728,3195885625,true,true
80,2526e4d06ee910c109f816d38f8f6e4b70eca12e1b9bb2e99b7b1b11b866bcf3,13911875911107749413,1392900357,accepted,0,,664af772bf03868fdc25f33f1ea37b5cda2dd90707fdc5f3d9a1d08518d70100,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2298110,29090,232717,1.0,364,728,3195885625,true,true
81,3b0e6a620de239dbc58d4c0566329bce3367df3ac6fe2e38849d0c539c2849f4,15796905715092295227,417190489,accepted,0,,b050abee3d88a41ecaa25116998e90d22c6b108629be61d2ff2e0e307485d30f,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2327200,29090,232717,1.0,364,728,3195885625,true,true
82,c3e94a58d8a61947a690c771e4d49d2b7d3031ef25bca2e52fab9777bfb4fa95,5123309499235101123,1719547764,accepted,0,,10aeccef249321a193c6a9fbbbf9410562686b6f3ae514ad4891f837edfc0de5,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2356290,29090,232717,1.0,364,728,3195885625,true,true
83,f7f0228952286bab2f923795f05c077c32ca66e60cccebc68d9b0128c2858a40,12352010737946915063,1610170782,accepted,0,,62be8daf7c6c6621d1b2d84343bd2c046497c36bb9a82f584f63c93c94f17e71,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2385380,29090,232717,1.0,364,728,3195885625,true,true
84,51d84791e4f86e7580bbf592b620d1d3bdd8303728c611a799aadc12e57a5487,8461974410449377361,2082851355,accepted,0,,d6021c37b399a0995ec15f15915e45e5427099eb70d085bf0510b2f323e2f19d,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2414470,29090,232717,1.0,364,728,3195885625,true,true
85,9e3d4c6a03520c693e6dc2046176bd18554d4182802322cdfde7dd1e88e0a982,7569515248324722078,1013244326,accepted,0,,3b0dbd23ba3ce7e8f8f9147d330bd12c9be38b9309de36adac732d7f1c2dffb9,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2443560,29090,232717,1.0,364,728,3195885625,true,true
86,9558d81d9d2b1572cc525b0103989f35187f8243ea726e7b846a35fd25e394b0,8220524648645286037,33730513,accepted,0,,805a55c38704ffbaa2e1c208e3270fad7ec07e576a97993c6ca82e0e96cd40ed,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2472650,29090,232717,1.0,364,728,3195885625,true,true
87,aa1d329db3b63eab05c9a79ec3170597ea75a70f8b8241ea12a6aab82f2ac109,12339500911594446250,1940884243,accepted,0,,fabb353fd2b3ed800c5d2ed5b0a0822b974beded9ae1a0f81e81e9ce5ade6cf4,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2501740,29090,232717,1.0,364,728,3195885625,true,true
88,072983bc732902042a61436c62a7bdccde140950ea2a5f0c24b1cdc90c001aab,288838903165823239,1149729774,accepted,0,,b073a9850f19a53b515f6fdcf122065e389fdc624c790fe32c663303ed539a4a,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2530830,29090,232717,1.0,364,728,3195885625,true,true
89,79d13299ae6c0f05dc6a014953a05a8bd79ae7941879c7dedccfac73fcd8fcad,364629591990653305,592554710,accepted,0,,3ea60b64b50a2bea11463831e37154455caacf5fab28e2106b93f9bdd4e36f97,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2559920,29090,232717,1.0,364,728,3195885625,true,true
90,c110368311dabfadd1cec868db785a5780af51bd01a43b43b99035d8d91531e7,12519965257863925953,1588970726,accepted,0,,ffbce1ac4d84801a985bb321a7ccc7c25890e71cefb2c9a0ccd7d0aa5b2d45da,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2589010,29090,232717,1.0,364,728,3195885625,true,true
91,ce88259fc467e57dd04ee960c0ff4ff70ad071209d2117c55f78d75f51d9c1e9,9071771118589020366,451958873,accepted,0,,875a63a10c478ab1879bd2e6bd4ffaaca226c0533be8213a4aa4620cfa227dd0,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2618100,29090,232717,1.0,364,728,3195885625,true,true
92,cfa29c6efb4682b92afd59544675f332683a5e490cd594fd5b745ab94ea2e8f8,13367324689695548111,1637953736,accepted,0,,6e08bf6e751d803a3a4cb90ca4b62dd9019aeb1120e2159f21076f51678cc4c5,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2647190,29090,232717,1.0,364,728,3195885625,true,true
93,36dc9ebd02030d3cfae1b4d0aca48eb303ad85bc0203b9064afa4dcb514f54d8,4327118127279037494,901308988,accepted,0,,b4869939adf378545daf46e74102ca510f06334396cb3b3fd78007ef80cc6757,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2676280,29090,232717,1.0,364,728,3195885625,true,true
94,0282f52dc57542d1ed470d1605c1064a91cc43f6ff2fe8ea540342689f107cbc,15078743992129913346,1350200719,accepted,0,,cedd519c0f767dc7ca8af7442d137acc49f7c7a02d8dbedb2b292d4f9ba83638,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2705370,29090,232717,1.0,364,728,3195885625,true,true
95,349a7e93ba6c28c2d17a0f10ec545bcb58aa88c493ff7d3b13a653c9be1accb6,13990551791020710452,399471532,accepted,0,,49d9f5cbb9f03047d74e7e6d73e9ae0fca21e202c356eef1fc4cdd52753edb8b,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2734460,29090,232717,1.0,364,728,3195885625,true,true
96,dfc3a60b24fab4d40d57036ad429a0afcdab72c64cf3d29fb09d7a03b2520fb8,15327150464569885663,890288170,accepted,0,,c5e6adb7868c904b8e4265d574cf27b1d63e98fb022c28098462e58dd390c1b8,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2763550,29090,232717,1.0,364,728,3195885625,true,true
97,6dedc6114db2dbd71e76c338995b245406e2d43dad0a4eeef32063356b62c66f,15554221782134615405,1098797578,accepted,0,,a178a648beb20817c9428436d2593a06cf72aa1a3f55b58928ae73a73b1afcff,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2792640,29090,232717,1.0,364,728,3195885625,true,true
98,a123a6aefb56b09bacde23ead196395939667da64e8421f603af8440ca41c46d,11218562310746809249,1711722906,accepted,0,,16492bc35ed6641f0ad78c4a1376a5ebec516d2a17658881e9cfdb32d679dbb6,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2821730,29090,232717,1.0,364,728,3195885625,true,true
99,846f8ca9c66b143242357ce5d708db298f0a19aab518b265012d3ff1d588de95,3608627702422859652,229984018,accepted,0,,0e8664f7fab53a28cecf65638a07a8671db873106451dee1e2738e7618f5962c,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2850820,29090,232717,1.0,364,728,3195885625,true,true
100,0249586a7ba971da040d5a5906fe6f34c4f1d38632e941678d6743ffa74f2d60,15740548520166836482,524000252,accepted,0,,1ee3957ca65053e5f22d64c126634f3d0621762f1d62b5d1f133b6d2bf6feca8,ffee0802a2bc98951888d08f62690e50ef3cfec1af6e5a37aa23e2bb2a26a777,2879910,29090,232717,1.0,364,728,3195885625,true,true
